,Match_Date,Team,Player,DOB,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,Prog_Passes,Succ_Dribbles,Att_Dribbles,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Club
19117,9/10/2022,Sampdoria,Francesco Caputo,1987-07-11,FW,77,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,1,12,15,80,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19118,9/10/2022,Sampdoria,Fabio Quagliarella,1982-07-03,FW,13,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,4,5,80,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19119,9/10/2022,Sampdoria,Filip Đuričić,1991-06-29,LM,77,1,0,0,0,2,1,0,0,37,1,0,0,0.3,0.3,0,0,0,18,26,69.2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
19120,9/10/2022,Sampdoria,Valerio Verre,1993-05-21,LM,13,0,0,0,0,1,0,0,0,16,0,0,0,0.1,0.1,0,1,0,9,12,75,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
19121,9/10/2022,Sampdoria,Abdelhamid Sabiri,1996-02-22,CM,90,0,0,0,0,0,0,0,0,68,1,0,1,0,0,0,1,0,44,56,78.6,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
19122,9/10/2022,Sampdoria,Tomás Rincón,1987-05-27,CM,90,0,0,0,0,2,0,0,0,65,2,0,0,0.1,0.1,0,0,0,51,59,86.4,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19123,9/10/2022,Sampdoria,Mehdi Léris,1998-02-08,"RM,RB",90,0,0,0,0,1,0,1,0,58,4,0,3,0.1,0.1,0,2,0,35,47,74.5,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19124,9/10/2022,Sampdoria,Gonzalo Villar,1997-10-09,DM,85,0,0,0,0,0,0,1,0,50,3,0,2,0,0,0,0,0,40,42,95.2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19125,9/10/2022,Sampdoria,Ronaldo Vieira,1998-06-02,MF,5,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19126,9/10/2022,Sampdoria,Tommaso Augello,1994-08-26,LB,90,0,1,0,0,0,0,1,0,62,0,1,1,0,0,0.3,4,1,52,59,88.1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19127,9/10/2022,Sampdoria,Jeison Murillo,1992-02-18,CB,90,0,0,0,0,0,0,0,0,59,2,1,1,0,0,0,0,0,47,50,94,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19128,9/10/2022,Sampdoria,Alex Ferrari,1994-04-28,CB,90,0,0,0,0,0,0,1,0,67,1,1,4,0,0,0.1,1,0,54,58,93.1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19129,9/10/2022,Sampdoria,Bartosz Bereszyński,1992-05-20,RB,58,0,0,0,0,0,0,0,0,36,0,0,1,0,0,0,0,0,27,30,90,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19130,9/10/2022,Sampdoria,Manolo Gabbiadini,1991-02-19,RM,32,0,0,0,0,4,3,0,0,18,0,0,1,0.3,0.3,0,1,0,11,15,73.3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19131,9/10/2022,Sampdoria,Emil Audero,1996-06-03,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,23,32,71.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19132,9/10/2022,Milan,Olivier Giroud,1985-10-29,FW,90,1,0,1,1,6,1,0,0,28,0,0,0,1.3,0.7,0,4,1,10,18,55.6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19133,9/10/2022,Milan,Rafael Leão,1999-03-16,LW,46,0,1,0,0,2,0,2,1,16,0,0,0,0.1,0.1,0.2,3,0,10,12,83.3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
19134,9/10/2022,Milan,Junior Messias,1991-01-21,RW,58,1,0,0,0,2,1,0,0,26,0,0,1,0.1,0.1,0.1,2,0,14,19,73.7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19135,9/10/2022,Milan,Fikayo Tomori,1997-04-04,CB,32,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,13,16,81.3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19136,9/10/2022,Milan,Charles De Ketelaere,2000-09-12,"AM,CM,LW",70,0,0,0,0,1,0,0,0,23,1,0,2,0,0,0.1,4,0,12,13,92.3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
19137,9/10/2022,Milan,Ismaël Bennacer,1997-02-27,CM,20,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,7,100,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19138,9/10/2022,Milan,Sandro Tonali,2000-01-09,"DM,CM",90,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0.2,1,0,23,35,65.7,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19139,9/10/2022,Milan,Tommaso Pobega,1999-05-25,"DM,CM",77,0,0,0,0,1,0,0,0,46,3,1,1,0,0,0.1,4,0,35,41,85.4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19140,9/10/2022,Milan,Aster Vranckx,2001-11-02,CM,13,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2,5,40,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19141,9/10/2022,Milan,Theo Hernández,1996-11-07,LB,90,0,0,0,0,2,1,0,0,55,2,1,1,0.1,0.1,0.2,5,0,36,45,80,2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
19142,9/10/2022,Milan,Simon Kjær,1988-10-17,CB,90,0,0,0,0,0,0,0,0,53,1,4,0,0,0,0,1,0,38,45,84.4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19143,9/10/2022,Milan,Pierre Kalulu,2000-03-05,CB,90,0,0,0,0,0,0,0,0,65,1,2,1,0,0,0,2,0,48,56,85.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19144,9/10/2022,Milan,Davide Calabria,1996-03-09,RB,90,0,0,0,0,0,0,0,0,60,6,4,0,0,0,0,1,0,36,48,75,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19145,9/10/2022,Milan,Mike Maignan,1995-05-02,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,26,34,76.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19146,9/11/2022,Atalanta,Luis Muriel,1990-11-27,FW,55,0,0,0,0,2,1,0,0,24,0,0,0,0.1,0.1,0,3,0,15,21,71.4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19147,9/11/2022,Atalanta,Rasmus Højlund,2002-07-05,FW,35,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.1,1,0,10,11,90.9,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
19148,9/11/2022,Atalanta,Ademola Lookman,1996-12-04,AM,76,0,0,0,0,1,0,0,0,30,0,0,0,0.1,0.1,0.1,1,0,15,20,75,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
19149,9/11/2022,Atalanta,Mario Pašalić,1994-07-17,AM,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19150,9/11/2022,Atalanta,Ruslan Malinovskyi,1993-01-01,AM,55,0,0,0,0,1,0,0,0,47,2,2,2,0,0,0,1,0,25,35,71.4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
19151,9/11/2022,Atalanta,Éderson,1999-05-08,AM,35,0,0,0,0,1,0,1,0,23,1,0,2,0,0,0,2,1,12,17,70.6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19152,9/11/2022,Atalanta,Teun Koopmeiners,1997-08-23,CM,90,0,1,0,0,2,1,0,0,64,0,1,0,0.1,0.1,0.2,5,1,47,58,81,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
19153,9/11/2022,Atalanta,Marten de Roon,1990-10-22,CM,90,0,0,0,0,0,0,0,0,69,1,3,0,0,0,0,0,0,44,60,73.3,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19154,9/11/2022,Atalanta,Brandon Soppy,2001-08-08,WB,84,0,0,0,0,1,0,0,0,41,1,0,1,0,0,0,2,0,22,32,68.8,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
19155,9/11/2022,Atalanta,Joakim Mæhle,1997-02-01,WB,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,8,8,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19156,9/11/2022,Atalanta,Hans Hateboer,1993-05-16,WB,84,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0.1,3,0,36,46,78.3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19157,9/11/2022,Atalanta,Nadir Zortea,1999-04-02,WB,6,0,0,0,0,1,1,0,0,13,1,0,0,0,0,0,1,0,4,7,57.1,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
19158,9/11/2022,Atalanta,Rafael Tolói,1989-11-16,CB,90,0,0,0,0,2,1,0,0,69,3,2,1,0.1,0.1,0.1,3,0,35,53,66,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19159,9/11/2022,Atalanta,Merih Demiral,1997-09-02,CB,90,1,0,0,0,2,1,1,0,55,1,3,1,0.2,0.2,0,0,0,38,47,80.9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19160,9/11/2022,Atalanta,Caleb Okoli,2001-05-19,CB,90,0,0,0,0,1,1,1,0,80,2,4,0,0,0,0,0,0,42,62,67.7,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19161,9/11/2022,Atalanta,Juan Musso,1994-01-05,GK,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,22,25,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19162,9/11/2022,Cremonese,Cyriel Dessers,1994-03-13,FW,82,0,0,0,0,2,0,0,0,15,0,0,1,0.2,0.2,0,2,0,5,7,71.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19163,9/11/2022,Cremonese,Daniel Ciofani,1985-06-28,FW,8,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19164,9/11/2022,Cremonese,David Okereke,1997-08-22,"LW,FW",67,0,0,0,0,0,0,0,0,20,1,0,1,0,0,0,1,0,7,11,63.6,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19165,9/11/2022,Cremonese,Felix Afena-Gyan,2002-06-03,FW,23,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,6,7,85.7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19166,9/11/2022,Cremonese,Charles Pickel,1997-01-22,"RW,CM",67,0,0,0,0,1,1,1,0,26,1,0,2,0,0,0,0,0,13,22,59.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19167,9/11/2022,Cremonese,Santiago Ascacíbar,1996-08-17,CM,23,0,0,0,0,1,1,1,0,23,4,0,1,0,0,0,1,1,10,14,71.4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19168,9/11/2022,Cremonese,Emanuele Valeri,1998-03-10,"LM,WB",90,1,0,0,0,1,1,0,0,52,1,2,0,0.1,0.1,0,1,0,17,41,41.5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
19169,9/11/2022,Cremonese,Soualiho Meïté,1993-09-27,CM,90,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,1,0,21,25,84,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19170,9/11/2022,Cremonese,Gonzalo Escalante,1992-10-17,CM,59,0,0,0,0,1,1,0,0,29,2,0,1,0,0,0,0,0,15,21,71.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19171,9/11/2022,Cremonese,Luca Zanimacchia,1998-06-01,AM,31,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,2,5,40,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19172,9/11/2022,Cremonese,Leonardo Sernicola,1997-06-23,"RM,WB",82,0,0,0,0,1,0,1,0,41,2,3,3,0.1,0.1,0,0,0,14,23,60.9,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19173,9/11/2022,Cremonese,Jack Hendry,1995-01-07,CB,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,9,66.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19174,9/11/2022,Cremonese,Luka Lochoshvili,1998-02-19,CB,90,0,0,0,0,0,0,1,0,45,1,1,1,0,0,0,0,0,26,37,70.3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19175,9/11/2022,Cremonese,Vlad Chiricheș,1989-01-25,CB,90,0,0,0,0,0,0,0,0,37,6,6,2,0,0,0,0,0,14,20,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19176,9/11/2022,Cremonese,Emanuel Aiwum,2000-04-14,"CB,WB",90,0,0,0,0,0,0,0,0,70,3,5,2,0,0,0,1,0,39,61,63.9,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19177,9/11/2022,Cremonese,Ionuț Radu,1997-02-17,GK,90,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,0,41,59,69.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19178,9/11/2022,Bologna,Musa Barrow,1998-01-23,FW,90,1,0,0,0,6,2,0,0,40,1,0,2,0.4,0.4,0,4,1,19,27,70.4,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19179,9/11/2022,Bologna,Marko Arnautović,1988-12-03,FW,69,1,0,0,0,2,2,0,0,23,0,0,0,0.1,0.1,0.1,2,0,13,19,68.4,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19180,9/11/2022,Bologna,Riccardo Orsolini,1996-06-14,FW,21,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,3,7,42.9,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19181,9/11/2022,Bologna,Roberto Soriano,1990-07-16,CM,90,0,0,0,0,1,0,0,0,35,3,1,1,0,0,0,1,0,20,24,83.3,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19182,9/11/2022,Bologna,Jerdy Schouten,1996-05-21,CM,90,0,0,0,0,0,0,0,0,33,1,0,2,0,0,0,2,0,18,26,69.2,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19183,9/11/2022,Bologna,Michel Aebischer,1996-05-09,CM,90,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,3,0,14,18,77.8,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19184,9/11/2022,Bologna,Andrea Cambiaso,1999-08-07,WB,60,0,0,0,0,0,0,0,0,36,5,0,0,0,0,0,2,1,25,28,89.3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19185,9/11/2022,Bologna,Charalambos Lykogiannis,1992-12-09,WB,30,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,3,6,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19186,9/11/2022,Bologna,Denso Kasius,2001-11-05,WB,78,0,1,0,0,0,0,0,0,42,3,2,1,0,0,0.1,2,1,23,30,76.7,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
19187,9/11/2022,Bologna,Lorenzo De Silvestri,1988-02-10,WB,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,66.7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19188,9/11/2022,Bologna,Jhon Lucumí,1998-04-16,CB,90,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,30,37,81.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19189,9/11/2022,Bologna,Gary Medel,1987-07-04,CB,78,0,0,0,0,0,0,0,0,41,1,2,1,0,0,0,1,0,26,30,86.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19190,9/11/2022,Bologna,Kevin Bonifazi,1996-01-31,CB,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19191,9/11/2022,Bologna,Stefan Posch,1997-01-20,CB,90,0,0,0,0,2,0,0,0,50,4,0,3,0,0,0.1,2,0,24,34,70.6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19192,9/11/2022,Bologna,Łukasz Skorupski,1991-01-04,GK,90,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,30,43,69.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19193,9/11/2022,Fiorentina,Luka Jović,1997-04-11,"FW,AM",90,0,0,0,0,1,0,0,0,32,0,1,1,0.1,0.1,0,1,0,16,23,69.6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19194,9/11/2022,Fiorentina,Riccardo Sottil,1999-03-01,LW,45,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,8,13,61.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
19195,9/11/2022,Fiorentina,Riccardo Saponara,1991-04-09,LW,45,0,1,0,0,2,0,0,0,19,0,0,0,0.1,0.1,0.7,1,1,12,15,80,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19196,9/11/2022,Fiorentina,Christian Kouamé,1997-03-08,"RW,FW",84,0,0,0,0,2,0,1,0,30,1,0,0,0.1,0.1,0,2,0,14,19,73.7,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
19197,9/11/2022,Fiorentina,Arthur,1997-12-13,FW,6,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,2,2,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19198,9/11/2022,Fiorentina,Antonín Barák,1994-03-03,LM,71,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,27,29,93.1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19199,9/11/2022,Fiorentina,Jonathan Ikone,1997-12-27,RW,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,7,85.7,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19200,9/11/2022,Fiorentina,Sofyan Amrabat,1996-08-06,"CM,DM",84,0,0,0,0,0,0,1,0,54,2,3,0,0,0,0.1,3,0,45,50,90,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19201,9/11/2022,Fiorentina,Rolando Mandragora,1997-04-22,DM,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,14,17,82.4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19202,9/11/2022,Fiorentina,Giacomo Bonaventura,1989-08-10,"RM,DM",90,0,0,0,0,3,0,0,0,67,2,2,1,0.1,0.1,0.1,6,0,53,57,93,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19203,9/11/2022,Fiorentina,Cristiano Biraghi,1992-08-29,LB,90,0,0,0,0,0,0,0,0,98,1,0,2,0,0,0.1,5,0,68,95,71.6,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19204,9/11/2022,Fiorentina,Igor,1997-07-12,CB,89,0,0,0,0,0,0,2,1,54,2,2,1,0,0,0,1,0,47,48,97.9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19205,9/11/2022,Fiorentina,Lucas Martínez Quarta,1996-01-13,CB,90,1,0,0,0,3,2,0,0,55,3,1,2,0.8,0.8,0,0,0,31,39,79.5,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19206,9/11/2022,Fiorentina,Dodô,1998-01-29,RB,44,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,1,0,27,31,87.1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19207,9/11/2022,Fiorentina,Lorenzo Venuti,1994-11-18,RB,46,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,29,37,78.4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19208,9/11/2022,Fiorentina,Pietro Terracciano,1989-09-10,GK,90,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,23,31,74.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19209,9/11/2022,Lecce,Assan Ceesay,1993-09-27,FW,62,0,0,0,0,0,0,0,0,20,1,1,1,0,0,0,0,0,7,11,63.6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19210,9/11/2022,Lecce,Lorenzo Colombo,2001-09-07,FW,28,0,0,0,0,1,1,0,0,13,1,0,0,0.2,0.2,0,0,0,7,9,77.8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19211,9/11/2022,Lecce,Lameck Banda,2000-06-23,"LW,RW",90,0,0,0,0,2,0,1,0,28,1,0,0,0.1,0.1,0,3,1,10,17,58.8,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
19212,9/11/2022,Lecce,Federico Di Francesco,1994-03-24,RW,75,0,0,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,10,14,71.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19213,9/11/2022,Lecce,Pablo Rodríguez,2001-07-02,LW,15,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,6,8,75,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19214,9/11/2022,Lecce,Kristijan Bistrović,1997-11-11,LM,81,0,0,0,0,1,0,0,0,35,1,0,0,0,0,0,0,0,22,31,71,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19215,9/11/2022,Lecce,Kristoffer Askildsen,2000-05-14,LM,9,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0.2,1,0,4,10,40,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19216,9/11/2022,Lecce,Morten Hjulmand,1999-04-14,CM,90,0,0,0,0,0,0,0,0,49,2,0,2,0,0,0,0,0,31,40,77.5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19217,9/11/2022,Lecce,Þórir Jóhann Helgason,1999-10-21,RM,45,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0.3,1,0,11,15,73.3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19218,9/11/2022,Lecce,Joan Gonzàlez,2001-06-29,RM,45,1,0,0,0,2,2,0,0,28,2,1,1,0.4,0.4,0,1,0,15,17,88.2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19219,9/11/2022,Lecce,Giuseppe Pezzella,1997-02-22,LB,61,0,0,0,0,0,0,0,0,54,0,1,2,0,0,0,3,1,39,46,84.8,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19220,9/11/2022,Lecce,Antonino Gallo,1999-05-07,LB,29,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,18,24,75,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19221,9/11/2022,Lecce,Federico Baschirotto,1995-10-06,CB,90,0,0,0,0,1,0,0,0,52,1,0,1,0.3,0.3,0,0,0,38,45,84.4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19222,9/11/2022,Lecce,Marin Pongračić,1997-09-17,CB,90,0,0,0,0,0,0,0,0,61,1,1,1,0,0,0,0,0,45,52,86.5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19223,9/11/2022,Lecce,Valentin Gendrey,2000-04-05,RB,90,0,0,0,0,0,0,1,0,65,2,1,0,0,0,0,2,0,42,57,73.7,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19224,9/11/2022,Lecce,Wladimiro Falcone,1994-11-18,GK,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,24,31,77.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19225,9/11/2022,Monza,Gianluca Caprari,1993-06-24,FW,58,0,0,0,0,0,0,0,0,20,0,1,1,0,0,0.1,2,1,9,13,69.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19226,9/11/2022,Monza,Patrick Ciurria,1994-07-17,FW,32,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,6,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19227,9/11/2022,Monza,Dany Mota,1997-12-27,FW,90,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,19,26.3,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19228,9/11/2022,Monza,Stefano Sensi,1995-07-06,CM,87,1,0,0,0,1,1,1,0,50,2,1,0,0.1,0.1,0,1,1,35,42,83.3,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19229,9/11/2022,Monza,Pepín,1996-07-23,CM,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19230,9/11/2022,Monza,Nicolò Rovella,2001-03-03,CM,57,0,0,0,0,0,0,0,0,41,0,2,0,0,0,0,1,0,31,37,83.8,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19231,9/11/2022,Monza,Andrea Colpani,1999-01-14,CM,33,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,6,8,75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19232,9/11/2022,Monza,Matteo Pessina,1996-12-05,CM,58,0,0,0,0,1,0,0,0,30,1,1,1,0.1,0.1,0,0,0,18,21,85.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19233,9/11/2022,Monza,Mattia Valoti,1993-09-08,CM,32,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,10,13,76.9,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19234,9/11/2022,Monza,Carlos,1998-05-11,WB,90,0,0,0,0,0,0,0,0,51,2,0,1,0,0,0,0,0,28,39,71.8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19235,9/11/2022,Monza,Samuele Birindelli,1999-06-01,WB,45,0,0,0,0,0,0,1,0,17,1,0,2,0,0,0,0,0,6,12,50,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19236,9/11/2022,Monza,Salvatore Molina,1991-05-01,WB,45,0,0,0,0,0,0,1,0,21,1,0,0,0,0,0,0,0,12,17,70.6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19237,9/11/2022,Monza,Armando Izzo,1991-08-29,CB,90,0,0,0,0,0,0,0,0,40,1,0,1,0,0,0,0,0,30,34,88.2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
