"","Match_Date","Team","Player","DOB","Pos","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","Prog"
"14441","9/3/2022","Angers","Batista Mendy",1999-05-29,"CB",90,24,29,82.8,452,272,6,6,100,12,15,80,4,6,66.7,0,0,0,0,1,0,0,2
"14442","9/3/2022","Angers","Cédric Hountondji",1993-06-13,"CB",90,14,18,77.8,288,111,4,4,100,6,10,60,3,3,100,0,0,0,0,1,0,0,0
"14443","9/3/2022","Angers","Abdoulaye Bamba",1989-12-23,"CB",90,14,17,82.4,267,93,5,6,83.3,6,6,100,2,3,66.7,0,0.1,0,1,2,0,0,1
"14444","9/3/2022","Angers","Paul Bernardoni",1996-12-07,"GK",90,17,26,65.4,802,726,1,1,100,5,5,100,11,20,55,0,0,0,0,1,0,0,0
"14445","9/3/2022","Nantes","Mostafa Mohamed",1997-02-28,"FW",79,6,7,85.7,48,3,5,6,83.3,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0
"14446","9/3/2022","Nantes","Marcus Coco",1996-04-20,"FW",11,7,10,70,92,29,4,5,80,2,3,66.7,0,1,0,0,0,0,1,1,0,0,1
"14447","9/3/2022","Nantes","Evann Guessand",2001-05-03,"LW",66,17,22,77.3,241,52,9,10,90,8,11,72.7,0,1,0,0,0,0,0,2,1,0,1
"14448","9/3/2022","Nantes","Ignatius Ganago",1998-08-07,"LW",24,5,8,62.5,87,26,2,3,66.7,3,3,100,0,2,0,0,0,0,0,1,0,0,1
"14449","9/3/2022","Nantes","Ludovic Blas",1997-05-05,"RW",84,39,42,92.9,751,140,17,18,94.4,16,18,88.9,5,5,100,0,0,0.1,1,4,1,0,2
"14450","9/3/2022","Nantes","Mohamed Achi",2001-06-05,"RW",6,6,6,100,72,16,3,3,100,2,2,100,0,0,NA,0,0,0,1,0,0,0,0
"14451","9/3/2022","Nantes","Dennis Appiah",1992-03-22,"LM",90,27,42,64.3,417,107,15,20,75,10,17,58.8,2,5,40,0,0.1,0.1,2,0,2,2,0
"14452","9/3/2022","Nantes","Pedro Chirivella",1997-02-15,"CM",90,92,103,89.3,1601,486,35,37,94.6,42,43,97.7,9,16,56.3,0,0.1,0.1,2,10,2,0,4
"14453","9/3/2022","Nantes","Samuel Moutoussamy",1996-07-27,"CM",79,39,43,90.7,499,149,21,22,95.5,10,10,100,3,5,60,0,0,0,1,5,0,0,2
"14454","9/3/2022","Nantes","Lohann Doucet",2001-09-30,"CM",11,7,9,77.8,131,38,3,4,75,3,3,100,1,2,50,0,0,0,0,1,0,0,1
"14455","9/3/2022","Nantes","Fábio",1990-05-22,"RM",23,7,9,77.8,87,19,5,6,83.3,2,3,66.7,0,0,NA,0,0,0,0,0,0,0,0
"14456","9/3/2022","Nantes","Nicolas Pallois",1986-10-14,"CB",90,37,42,88.1,631,240,19,20,95,16,16,100,2,6,33.3,0,0,0,0,1,0,0,2
"14457","9/3/2022","Nantes","Andrei Girotto",1991-08-11,"CB",90,51,54,94.4,859,238,24,24,100,21,21,100,5,8,62.5,0,0,0,0,5,0,0,3
"14458","9/3/2022","Nantes","Jean-Charles Castelletto",1994-06-27,"CB",65,37,42,88.1,567,175,21,22,95.5,15,17,88.2,1,2,50,0,0,0,0,3,0,0,2
"14459","9/3/2022","Nantes","Sébastien Corchia",1990-01-07,"CB",25,9,11,81.8,167,73,2,3,66.7,7,8,87.5,0,0,NA,0,0,0,0,1,0,0,2
"14460","9/3/2022","Nantes","Alban Lafont",1998-06-20,"GK",90,25,36,69.4,511,339,4,4,100,18,18,100,3,14,21.4,0,0,0,0,0,0,0,0
"14461","9/3/2022","Paris Saint-Germain","Lionel Messi",1987-04-23,"FW",90,73,91,80.2,1156,402,41,47,87.2,24,27,88.9,6,10,60,2,0.7,1.2,4,9,11,0,18
"14462","9/3/2022","Paris Saint-Germain","Kylian Mbappé",1998-04-13,"LW",62,34,40,85,501,88,20,21,95.2,14,18,77.8,0,0,NA,0,0.4,0.2,3,2,0,0,2
"14463","9/3/2022","Paris Saint-Germain","Neymar",1991-07-18,"LW",28,31,35,88.6,343,178,19,21,90.5,7,7,100,0,1,0,0,0.1,0.4,1,7,3,0,4
"14464","9/3/2022","Paris Saint-Germain","Pablo Sarabia",1992-01-24,"RW",69,20,27,74.1,302,90,8,13,61.5,8,9,88.9,1,2,50,0,0.5,0.2,2,3,2,0,4
"14465","9/3/2022","Paris Saint-Germain","Hugo Ekitike",2002-04-11,"RW",21,14,16,87.5,214,23,9,10,90,3,3,100,1,1,100,0,0,0,0,1,1,0,1
"14466","9/3/2022","Paris Saint-Germain","Juan Bernat",1992-09-03,"LM",45,23,29,79.3,368,84,12,15,80,10,13,76.9,1,1,100,0,0,0.1,0,1,0,0,1
"14467","9/3/2022","Paris Saint-Germain","Nuno Mendes",2002-04-09,"LM",45,33,35,94.3,489,230,18,19,94.7,11,11,100,3,4,75,0,0,0.1,1,6,1,0,3
"14468","9/3/2022","Paris Saint-Germain","Vitinha",1999-08-01,"CM",32,18,18,100,291,89,10,10,100,7,7,100,1,1,100,0,0,0,0,2,0,0,2
"14469","9/3/2022","Paris Saint-Germain","Renato Sanches",1997-08-08,"CM",58,69,74,93.2,1150,335,34,38,89.5,28,29,96.6,6,6,100,0,0.4,0.1,1,11,0,0,4
"14470","9/3/2022","Paris Saint-Germain","Marco Verratti",1992-01-15,"CM",62,83,86,96.5,1291,584,35,35,100,35,36,97.2,3,3,100,0,0,0.1,0,10,1,0,12
"14471","9/3/2022","Paris Saint-Germain","Sergio Ramos",1985-11-02,"CM",28,21,25,84,406,218,8,10,80,12,14,85.7,1,1,100,0,0,0,0,3,0,0,2
"14472","9/3/2022","Paris Saint-Germain","Achraf Hakimi",1998-01-11,"RM",90,49,55,89.1,686,191,22,27,81.5,23,24,95.8,0,0,NA,0,0.2,0.8,2,2,2,0,4
"14473","9/3/2022","Paris Saint-Germain","Presnel Kimpembe",1995-07-30,"CB",90,52,59,88.1,909,479,23,26,88.5,22,25,88,6,6,100,0,0,0,0,8,0,0,6
"14474","9/3/2022","Paris Saint-Germain","Marquinhos",1994-01-29,"CB",90,44,46,95.7,799,296,17,18,94.4,27,28,96.4,0,0,NA,0,0,0,0,1,0,0,2
"14475","9/3/2022","Paris Saint-Germain","Danilo Pereira",1990-09-23,"CB",90,59,62,95.2,1060,417,27,28,96.4,25,27,92.6,6,6,100,0,0,0.1,1,10,1,0,6
"14476","9/3/2022","Paris Saint-Germain","Gianluigi Donnarumma",1998-08-25,"GK",90,21,26,80.8,494,364,6,6,100,10,10,100,5,10,50,0,0,0,0,0,0,0,0
"14477","9/4/2022","Montpellier","Sepe Elye Wahi",2002-05-07,"FW",90,7,12,58.3,95,29,3,6,50,2,3,66.7,1,1,100,0,0,0,0,1,0,0,1
"14478","9/4/2022","Montpellier","Valère Germain",1989-12-06,"AM",44,13,17,76.5,149,23,9,11,81.8,3,4,75,0,0,NA,0,0,0,0,1,0,0,0
"14479","9/4/2022","Montpellier","Arnaud Nordin",1998-04-05,"AM",57,10,13,76.9,149,55,5,5,100,5,7,71.4,0,1,0,0,0,0,0,1,0,0,3
"14480","9/4/2022","Montpellier","Faitout Maouassa",1998-05-13,"RM,LM",33,5,10,50,110,41,3,5,60,0,2,0,2,3,66.7,0,0,0,0,0,1,1,0
"14481","9/4/2022","Montpellier","Léo Leroy",1999-08-02,"LM",57,11,17,64.7,149,90,8,11,72.7,3,4,75,0,2,0,0,0,0,0,1,0,0,1
"14482","9/4/2022","Montpellier","Enzo Tchato",2002-02-16,"CB,RM",33,4,6,66.7,62,12,2,3,66.7,2,3,66.7,0,0,NA,0,0,0,0,0,0,0,0
"14483","9/4/2022","Montpellier","Jordan Ferri",1991-09-25,"CM",74,18,29,62.1,394,202,5,5,100,8,14,57.1,4,9,44.4,1,0.1,0.1,1,1,0,0,1
"14484","9/4/2022","Montpellier","Khalil Fayad",2004-03-18,"CM",16,6,8,75,158,63,1,1,100,3,5,60,2,2,100,0,0,0,0,1,0,0,0
"14485","9/4/2022","Montpellier","Joris Chotard",2000-10-19,"RM,CM",82,12,18,66.7,223,100,4,7,57.1,8,9,88.9,0,2,0,0,0,0,0,3,0,0,3
"14486","9/4/2022","Montpellier","Béni Makouana",2001-10-27,"CM",8,3,6,50,28,13,2,3,66.7,0,1,0,0,0,NA,0,0,0,0,0,0,0,0
"14487","9/4/2022","Montpellier","Nicolas Cozza",1998-05-20,"LB",90,16,25,64,175,87,12,14,85.7,3,8,37.5,0,2,0,0,0,0,0,1,0,0,1
"14488","9/4/2022","Montpellier","Mamadou Sakho",1989-08-02,"CB",74,15,18,83.3,244,38,6,7,85.7,8,9,88.9,0,1,0,0,0,0,0,1,0,0,0
"14489","9/4/2022","Montpellier","Arnaud Souquet",1991-07-31,"LM",16,2,4,50,27,19,1,1,100,1,2,50,0,0,NA,0,0,0,0,0,0,0,0
"14490","9/4/2022","Montpellier","Maxime Estève",2002-02-19,"CB",90,5,9,55.6,88,0,1,1,100,3,4,75,0,3,0,0,0,0,0,0,0,0,0
"14491","9/4/2022","Montpellier","Falaye Sacko",1995-01-02,"RB",90,14,23,60.9,244,115,5,8,62.5,8,11,72.7,0,3,0,0,0,0,0,0,0,0,0
"14492","9/4/2022","Montpellier","Matis Carvalho",1998-12-26,"GK",90,13,33,39.4,581,492,0,0,NA,3,3,100,10,29,34.5,0,0,0,0,1,0,0,0
"14493","9/4/2022","Lille","Jonathan David",1999-06-01,"FW",90,23,27,85.2,248,31,16,17,94.1,5,6,83.3,0,0,NA,0,0.3,0.3,3,0,1,0,1
"14494","9/4/2022","Lille","Jonathan Bamba",1995-10-22,"LW",90,47,54,87,685,176,28,31,90.3,11,11,100,4,4,100,1,0.3,0.3,3,2,4,0,5
"14495","9/4/2022","Lille","Edon Zhegrova",1998-10-31,"RW",34,29,32,90.6,371,67,22,23,95.7,5,6,83.3,2,2,100,0,0,0,0,0,0,0,1
"14496","9/4/2022","Lille","Adam Ounas",1996-01-25,"RW",56,39,48,81.3,633,205,21,23,91.3,13,18,72.2,4,5,80,0,0.1,0.2,3,2,4,1,5
"14497","9/4/2022","Lille","Rémy Cabella",1989-09-17,"AM",58,50,57,87.7,729,248,25,28,89.3,16,17,94.1,3,3,100,2,0.3,0.2,4,9,2,0,8
"14498","9/4/2022","Lille","André Gomes",1993-07-01,"AM",32,32,37,86.5,471,87,17,20,85,10,11,90.9,2,3,66.7,0,0,0,0,4,0,0,0
"14499","9/4/2022","Lille","Angel Gomes",2000-09-01,"DM",90,55,65,84.6,904,234,32,34,94.1,12,14,85.7,8,13,61.5,0,0.2,0.3,4,1,2,0,4
"14500","9/4/2022","Lille","Benjamin André",1990-07-10,"DM",90,82,91,90.1,1428,466,35,39,89.7,31,32,96.9,10,12,83.3,0,0.1,0.1,2,11,2,0,11
"14501","9/4/2022","Lille","Ismaily",1989-05-28,"LB",90,73,88,83,998,355,47,53,88.7,20,25,80,3,5,60,0,0.2,0.3,2,7,1,0,7
"14502","9/4/2022","Lille","Tiago Djaló",1999-11-18,"CB",90,61,65,93.8,1118,507,24,25,96,31,32,96.9,5,6,83.3,0,0,0,0,10,0,0,4
"14503","9/4/2022","Lille","José Fonte",1983-04-20,"CB",90,51,64,79.7,964,409,18,20,90,26,32,81.3,5,8,62.5,0,0,0,0,6,0,0,3
"14504","9/4/2022","Lille","Bafodé Diakité",2000-05-15,"RB",90,83,92,90.2,1290,602,39,44,88.6,37,41,90.2,4,4,100,0,0,0,0,10,2,0,8
"14505","9/4/2022","Lille","Leonardo César Jardim",1994-10-10,"GK",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"14506","9/4/2022","Clermont Foot","Grejohn Kyei",1995-07-27,"FW",71,7,11,63.6,125,25,4,5,80,1,3,33.3,2,2,100,0,0,0,0,2,0,0,1
"14507","9/4/2022","Clermont Foot","Komnen Andrić",1995-05-04,"FW",19,5,8,62.5,92,10,2,4,50,2,3,66.7,1,1,100,0,0,0,0,0,1,0,1
"14508","9/4/2022","Clermont Foot","Jim Allevinah",1994-08-29,"AM",71,7,8,87.5,74,0,3,4,75,2,2,100,0,0,NA,0,0,0,0,0,0,0,0
"14509","9/4/2022","Clermont Foot","Muhammed Saracevic Cham",1999-10-24,"AM",19,8,13,61.5,111,42,6,7,85.7,1,2,50,1,2,50,0,0.2,0.1,2,0,1,0,1
"14510","9/4/2022","Clermont Foot","Jodel Dossou",1991-10-05,"AM",87,15,24,62.5,204,88,10,14,71.4,3,5,60,1,3,33.3,0,0,0,1,3,0,0,2
"14511","9/4/2022","Clermont Foot","Elba Rashani",1993-01-18,"AM",3,1,1,100,10,0,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"14512","9/4/2022","Clermont Foot","Maxime Gonalons",1988-09-21,"CM",76,19,22,86.4,277,124,12,15,80,6,6,100,1,1,100,0,0,0,0,2,0,0,1
"14513","9/4/2022","Clermont Foot","Yohann Magnin",1997-04-13,"CM",14,5,7,71.4,72,14,1,1,100,3,3,100,0,1,0,0,0,0,0,1,0,0,1
"14514","9/4/2022","Clermont Foot","Johan Gastien",1987-06-26,"CM",90,36,45,80,746,276,10,14,71.4,16,18,88.9,6,8,75,0,0,0,0,7,0,0,5
"14515","9/4/2022","Clermont Foot","Neto Borges",1995-09-29,"WB",90,17,23,73.9,286,195,10,10,100,4,7,57.1,3,4,75,0,0,0,0,1,0,0,2
"14516","9/4/2022","Clermont Foot","Jérémie Bela",1992-11-17,"WB",76,16,26,61.5,219,127,10,12,83.3,4,8,50,1,3,33.3,0,0,0,0,2,0,0,2
"14517","9/4/2022","Clermont Foot","Arial Mendy",1994-01-17,"WB",14,3,6,50,42,16,1,1,100,2,4,50,0,0,NA,0,0,0.1,0,0,1,1,0
"14518","9/4/2022","Clermont Foot","Maximiliano Caufriez",1996-08-06,"CB",90,12,15,80,272,84,4,5,80,5,5,100,3,4,75,0,0,0,0,2,0,0,2
"14519","9/4/2022","Clermont Foot","Alidu Seidu",2000-03-09,"CB",90,15,17,88.2,264,90,6,6,100,7,9,77.8,2,2,100,0,0,0,0,0,0,0,0
"14520","9/4/2022","Clermont Foot","Mateusz Wieteska",1996-07-27,"CB",90,24,32,75,407,175,11,12,91.7,12,15,80,1,4,25,0,0,0,0,1,0,0,1
"14521","9/4/2022","Clermont Foot","Mory Diaw",1993-04-16,"GK",90,14,32,43.8,602,555,2,2,100,3,4,75,9,26,34.6,0,0.1,0,2,3,1,0,0
"14522","9/4/2022","Toulouse","Thijs Dallinga",2000-07-07,"FW",59,6,7,85.7,60,0,4,4,100,1,1,100,0,1,0,0,0,0,0,0,0,0,0
"14523","9/4/2022","Toulouse","Veljko Birmančević",1997-09-09,"LW",31,7,10,70,80,40,6,8,75,1,1,100,0,0,NA,0,0,0,0,2,0,0,1
"14524","9/4/2022","Toulouse","Zakaria Aboukhlal",1999-08-10,"LW,RW",90,19,29,65.5,250,41,11,13,84.6,6,7,85.7,0,2,0,0,0,0,0,1,0,0,0
"14525","9/4/2022","Toulouse","Rafael Ratão",1995-03-04,"RW",44,14,18,77.8,241,44,7,7,100,7,9,77.8,0,0,NA,0,0.1,0.1,2,0,0,0,0
"14526","9/4/2022","Toulouse","Ado Onaiwu",1995-01-19,"FW,RW",46,9,15,60,104,11,8,12,66.7,1,1,100,0,0,NA,0,0,0,0,0,1,0,1
"14527","9/4/2022","Toulouse","Brecht Dejaegere",1991-02-28,"AM",58,14,16,87.5,246,63,4,4,100,8,10,80,1,1,100,0,0.1,0.4,1,3,2,0,3
"14528","9/4/2022","Toulouse","Fares Chaïbi",2002-02-26,"AM",32,9,14,64.3,129,24,4,8,50,4,4,100,0,0,NA,0,0,0,0,0,0,0,0
"14529","9/4/2022","Toulouse","Stijn Spierings",1995-09-24,"DM",90,75,86,87.2,1548,432,30,34,88.2,25,29,86.2,16,19,84.2,0,0,0.1,0,9,1,0,8
"14530","9/4/2022","Toulouse","Branco van den Boomen",1995-06-13,"DM",90,65,86,75.6,1675,692,19,21,90.5,22,28,78.6,23,34,67.6,0,0.8,0.5,5,22,4,1,15
"14531","9/4/2022","Toulouse","Issiaga Sylla",1993-05-07,"LB",73,37,49,75.5,675,284,17,22,77.3,15,20,75,5,5,100,0,0,0.1,0,7,3,1,3
"14532","9/4/2022","Toulouse","Oliver Zandén",2001-07-29,"LB",17,8,14,57.1,155,29,4,4,100,3,8,37.5,1,2,50,0,0,0,1,0,0,0,1
"14533","9/4/2022","Toulouse","Rasmus Nicolaisen",1996-10-01,"CB",90,50,54,92.6,811,406,20,22,90.9,24,25,96,3,4,75,0,0,0,0,2,0,0,6
"14534","9/4/2022","Toulouse","Anthony Rouault",2001-02-25,"CB",90,61,69,88.4,1255,518,18,21,85.7,30,31,96.8,11,14,78.6,0,0,0,0,2,0,0,6
"14535","9/4/2022","Toulouse","Mikkel Desler",1994-08-13,"RB",90,66,74,89.2,1069,329,33,34,97.1,31,34,91.2,1,2,50,0,0.1,0.4,1,5,2,0,8
"14536","9/4/2022","Toulouse","Maxime Dupé",1992-09-08,"GK",90,33,33,100,699,466,9,9,100,18,18,100,6,6,100,0,0,0,0,1,0,0,0
"14537","9/4/2022","Reims","Folarin Balogun",2001-05-06,"FW",90,8,15,53.3,99,26,4,7,57.1,3,6,50,0,1,0,0,0,0,0,2,0,0,1
"14538","9/4/2022","Reims","Junya Ito",1992-09-18,"FW",90,17,26,65.4,214,90,11,12,91.7,5,10,50,0,1,0,0,0,0.1,0,1,2,0,4
"14539","9/4/2022","Reims","Alexis Flips",1999-06-09,"AM",70,18,24,75,371,196,8,8,100,5,8,62.5,5,8,62.5,0,0.4,0.3,4,2,2,1,1
"14540","9/4/2022","Reims","Kamory Doumbia",2002-08-09,"AM",20,11,11,100,151,30,6,6,100,4,4,100,0,0,NA,1,0.9,0.3,1,1,0,0,0
"14541","9/4/2022","Reims","Dion Lopy",2001-07-08,"CM",90,38,42,90.5,868,304,10,12,83.3,19,20,95,9,10,90,0,0.2,0.1,3,9,0,0,5
"14542","9/4/2022","Reims","Marshall Munetsi",1996-04-15,"CM",90,23,30,76.7,334,136,13,15,86.7,7,9,77.8,2,4,50,0,0.1,0.3,2,3,0,0,3
"14543","9/4/2022","Reims","Banzouzi Locko",2002-01-10,"WB",82,21,24,87.5,288,141,11,11,100,9,12,75,0,0,NA,0,0,0.1,1,4,1,0,3
"14544","9/4/2022","Reims","Mitchell van Bergen",1999-08-25,"WB",8,4,6,66.7,83,58,1,1,100,2,2,100,1,3,33.3,0,0,0,1,1,0,0,2
"14545","9/4/2022","Reims","Maxime Busi",1998-11-29,"WB",90,18,26,69.2,235,93,11,12,91.7,7,8,87.5,0,5,0,0,0,0,0,0,1,0,2
"14546","9/4/2022","Reims","Yunis Abdelhamid",1986-10-31,"CB",90,27,34,79.4,487,215,5,7,71.4,22,23,95.7,0,2,0,0,0,0.1,0,5,1,0,6
"14547","9/4/2022","Reims","Emmanuel Agbadou",1997-04-05,"CB",90,45,52,86.5,854,365,14,17,82.4,28,31,90.3,3,4,75,0,0,0,0,0,0,0,0
"14548","9/4/2022","Reims","Andrew Gravillon",1997-07-21,"CB",90,26,33,78.8,525,173,11,11,100,12,14,85.7,2,6,33.3,0,0,0.1,0,1,1,1,1
"14549","9/4/2022","Reims","Patrick Pentz",1996-05-08,"GK",90,27,34,79.4,604,397,7,8,87.5,14,14,100,5,11,45.5,0,0,0,0,0,0,0,0
"14550","9/4/2022","Lens","Loïs Openda",1999-08-06,"FW",90,14,20,70,170,23,8,12,66.7,4,5,80,0,0,NA,0,0.2,0.1,2,0,1,1,0
"14551","9/4/2022","Lens","David Pereira da Costa",2000-05-13,"LW",69,24,31,77.4,341,87,13,15,86.7,10,15,66.7,0,0,NA,0,0.2,0.1,2,1,1,1,2
"14552","9/4/2022","Lens","Ismaëlben Boura",2000-07-29,"LW",21,12,12,100,164,47,8,8,100,4,4,100,0,0,NA,0,0.2,0.4,1,0,1,0,2
"14553","9/4/2022","Lens","Florian Sotoca",1989-12-23,"RW",90,43,51,84.3,850,231,16,18,88.9,20,21,95.2,6,9,66.7,1,0.4,0.1,1,8,1,0,8
"14554","9/4/2022","Lens","Massadio Haïdara",1992-03-08,"LM",61,16,23,69.6,235,21,6,8,75,9,13,69.2,0,1,0,0,0,0,0,0,0,0,0
"14555","9/4/2022","Lens","Deiver Machado",1993-09-07,"LM",4,1,1,100,34,0,0,0,NA,0,0,NA,1,1,100,0,0,0,0,0,0,0,0
"14556","9/4/2022","Lens","Łukasz Poręba",1999-09-25,"CM",70,29,34,85.3,491,126,13,14,92.9,14,16,87.5,2,3,66.7,0,0.1,0.2,1,3,3,1,6
"14557","9/4/2022","Lens","Jean Onana",1999-05-20,"CM",20,14,14,100,294,41,4,4,100,8,8,100,2,2,100,0,0,0,1,1,1,1,1
"14558","9/4/2022","Lens","Salis Abdul Samed",1999-10-21,"CM",90,62,64,96.9,1149,336,25,25,100,29,30,96.7,8,8,100,0,0,0.1,1,9,2,0,7
"14559","9/4/2022","Lens","Przemysław Frankowski",1994-11-25,"RM",61,39,51,76.5,569,140,19,22,86.4,14,20,70,2,4,50,0,0,0,0,2,1,0,5
"14560","9/4/2022","Lens","Jimmy Cabot",1993-12-07,"RM",29,21,23,91.3,370,75,8,8,100,8,8,100,4,6,66.7,0,0,0.1,0,1,1,0,2
"14561","9/4/2022","Lens","Facundo Medina",1999-02-24,"CB",90,70,76,92.1,1155,411,34,35,97.1,29,32,90.6,6,8,75,0,0,0,1,9,0,0,6
"14562","9/4/2022","Lens","Kevin Danso",1997-10-10,"CB",90,94,100,94,1774,649,34,36,94.4,46,48,95.8,13,14,92.9,0,0.2,0.2,2,5,1,0,5
"14563","9/4/2022","Lens","Jonathan Gradit",1992-02-21,"CB",74,55,61,90.2,875,311,26,27,96.3,27,30,90,1,1,100,0,0,0,0,8,0,0,4
"14564","9/4/2022","Lens","Alexis Claude-Maurice",1998-03-14,"CB",16,8,9,88.9,102,8,6,7,85.7,2,2,100,0,0,NA,0,0,0,1,0,0,0,0
"14565","9/4/2022","Lens","Brice Samba",1993-12-21,"GK",90,34,45,75.6,787,545,11,11,100,9,9,100,11,22,50,0,0,0,0,1,0,0,0
"14566","9/4/2022","Brest","Islam Slimani",1988-04-09,"FW",90,19,25,76,232,47,13,16,81.3,5,6,83.3,0,0,NA,1,0.1,0.2,1,3,0,0,2
"14567","9/4/2022","Brest","Mathias Pereira Lage",1996-03-03,"LW",56,10,18,55.6,134,15,6,9,66.7,3,6,50,0,2,0,0,0,0,0,0,0,0,0
"14568","9/4/2022","Brest","Youcef Belaïli",1991-09-29,"LM",34,15,19,78.9,242,26,6,6,100,7,7,100,1,4,25,0,0,0,1,0,0,0,1
"14569","9/4/2022","Brest","Franck Honorat",1996-07-24,"RW,RM",90,34,44,77.3,745,184,17,19,89.5,10,13,76.9,7,12,58.3,0,0.4,0.2,5,3,2,2,1
"14570","9/4/2022","Brest","Pierre Lees-Melou",1993-02-19,"AM,CM",90,28,38,73.7,604,163,14,17,82.4,3,4,75,9,11,81.8,0,0,0,0,4,0,0,6
"14571","9/4/2022","Brest","Hugo Magnetti",1998-02-28,"DM,CM",90,42,50,84,769,157,14,16,87.5,23,25,92,4,6,66.7,0,0.1,0,2,6,1,1,4
"14572","9/4/2022","Brest","Haris Belkebla",1993-06-30,"DM",56,23,26,88.5,368,63,13,14,92.9,8,9,88.9,1,1,100,0,0,0,0,0,0,0,1
"14573","9/4/2022","Brest","Irvin Cardona",1997-07-18,"FW",34,2,7,28.6,24,4,1,4,25,1,2,50,0,0,NA,0,0,0,0,0,0,0,0
"14574","9/4/2022","Brest","Lilian Brassier",1999-01-06,"LB",75,57,70,81.4,1067,357,22,25,88,29,30,96.7,6,14,42.9,0,0,0,0,11,0,0,7
"14575","9/4/2022","Brest","Jere Uronen",1994-05-28,"LB",15,10,11,90.9,159,41,3,3,100,7,7,100,0,1,0,0,0,0,0,1,0,0,0
"14576","9/4/2022","Brest","Christophe Hérelle",1992-08-16,"CB",90,59,66,89.4,1425,366,7,11,63.6,33,36,91.7,17,17,100,0,0,0,0,2,0,0,3
"14577","9/4/2022","Brest","Achraf Dari",1999-01-11,"CB",45,22,30,73.3,565,194,2,4,50,16,20,80,4,5,80,0,0,0,0,0,0,0,1
"14578","9/4/2022","Brest","Brendan Chardonnet",1994-04-17,"CB",45,28,33,84.8,677,276,7,9,77.8,14,15,93.3,7,9,77.8,0,0,0,0,2,0,0,2
"14579","9/4/2022","Brest","Jean-Kevin Duverne",1997-05-25,"RB",90,60,82,73.2,1092,451,22,25,88,31,37,83.8,5,15,33.3,0,0,0.1,0,13,1,1,10
"14580","9/4/2022","Brest","Marco Bizot",1990-09-21,"GK",90,26,30,86.7,825,543,1,1,100,13,13,100,12,16,75,0,0,0,0,0,0,0,0
"14581","9/4/2022","Strasbourg","Ludovic Ajorque",1993-08-25,"FW",83,27,35,77.1,337,80,20,24,83.3,5,8,62.5,1,2,50,0,0,0.1,0,2,1,0,2
"14582","9/4/2022","Strasbourg","Kévin Gameiro",1987-01-20,"FW",7,3,5,60,45,3,1,2,50,2,3,66.7,0,0,NA,0,0,0,0,0,0,0,0
"14583","9/4/2022","Strasbourg","Habib Diallo",1995-04-08,"FW",90,17,22,77.3,234,32,10,12,83.3,5,6,83.3,1,1,100,0,1,0.9,3,1,1,0,3
"14584","9/4/2022","Strasbourg","Mouhamadou Diarra",2003-05-09,"CM",90,19,27,70.4,322,59,7,9,77.8,8,11,72.7,2,3,66.7,0,0,0,0,2,0,0,2
"14585","9/4/2022","Strasbourg","Sanjin Prcić",1993-02-12,"CM",30,15,21,71.4,280,123,8,11,72.7,4,4,100,3,6,50,0,0,0,0,4,1,0,2
"14586","9/4/2022","Strasbourg","Jean-Eudes Aholou",1993-10-10,"CM",75,15,23,65.2,230,120,10,15,66.7,4,6,66.7,1,1,100,0,0.1,0.1,1,1,1,0,1
"14587","9/4/2022","Strasbourg","Adrien Thomasson",1993-03-24,"CM",15,5,5,100,75,24,3,3,100,2,2,100,0,0,NA,0,0,0,0,0,0,0,0
"14588","9/4/2022","Strasbourg","Colin Dagba",1997-09-20,"WB",60,30,33,90.9,406,161,18,21,85.7,8,8,100,2,2,100,0,0,0,0,1,2,0,4
"14589","9/4/2022","Strasbourg","Ismaël Doukouré",2003-06-17,"LB",30,6,8,75,122,63,2,2,100,1,2,50,2,3,66.7,0,0,0.1,0,2,1,0,1
"14590","9/4/2022","Strasbourg","Jean-Ricner Bellegarde",1998-04-25,"WB,CM",90,37,50,74,617,152,20,23,87,14,16,87.5,3,7,42.9,0,0,0.1,0,2,2,2,1
"14591","9/4/2022","Strasbourg","Alexander Djiku",1994-07-21,"CB",90,35,45,77.8,761,567,13,14,92.9,14,19,73.7,8,12,66.7,0,0,0,0,8,1,0,10
"14592","9/4/2022","Strasbourg","Maxime Le Marchand",1988-11-25,"CB",90,18,29,62.1,413,125,3,7,42.9,12,14,85.7,3,8,37.5,0,0,0,0,1,0,0,1
"14593","9/4/2022","Strasbourg","Ronaël Pierre-Gabriel",1998-03-28,"CB,RB",90,32,45,71.1,560,234,16,18,88.9,12,19,63.2,3,6,50,0,0.3,0.2,1,4,1,1,0
"14594","9/4/2022","Strasbourg","Matz Sels",1991-08-28,"GK",90,16,31,51.6,420,321,5,5,100,7,7,100,4,19,21.1,0,0,0,0,0,0,0,0
