,Match_Date,Team,Player,DOB,Pos,Min,Att,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,TI_Pass_Types,CK_Pass_Types,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes
14028,8/28/2022,Reims,Maxime Busi,12/6/1998,"RB,WB",90,28,23,5,0,0,0,1,5,0,0,0,0,16,0,1
14029,8/28/2022,Reims,Yunis Abdelhamid,11/7/1986,CB,90,17,14,3,3,0,1,0,0,0,0,0,0,11,0,0
14030,8/28/2022,Reims,Wout Faes,11/13/1997,CB,90,22,19,3,3,1,0,0,0,0,0,0,0,18,0,0
14031,8/28/2022,Reims,Andrew Gravillon,7/28/1997,CB,90,20,17,3,3,0,0,0,0,0,0,0,0,12,0,0
14032,8/28/2022,Reims,Patrick Pentz,5/15/1996,GK,90,31,17,14,2,0,0,0,0,0,0,0,0,16,0,0
14033,8/28/2022,Lyon,Alexandre Lacazette,3/5/1991,"FW,AM",90,22,22,0,0,0,1,0,0,0,0,0,0,14,0,1
14034,8/28/2022,Lyon,Karl Toko Ekambi,10/9/1991,"LW,FW",90,37,36,1,0,0,0,2,1,0,0,0,0,29,0,3
14035,8/28/2022,Lyon,Tetê,8/11/1999,RW,64,36,36,0,0,0,0,2,0,0,0,0,0,29,0,1
14036,8/28/2022,Lyon,Moussa Dembélé,6/1/1996,FW,26,9,8,1,0,0,0,0,1,0,0,0,0,8,0,0
14037,8/28/2022,Lyon,Corentin Tolisso,7/16/1994,LM,64,61,59,2,2,0,1,2,0,0,0,0,0,52,0,0
14038,8/28/2022,Lyon,Rayan Cherki,8/11/2003,"RW,WB",26,34,29,5,0,0,0,9,2,3,0,3,0,24,0,2
14039,8/28/2022,Lyon,Johann Lepenant,12/21/2001,"CM,DM",90,74,74,0,0,0,1,0,0,0,0,0,0,66,0,1
14040,8/28/2022,Lyon,Jeff Reine-Adélaïde,6/14/1997,RM,45,56,52,4,0,0,0,4,0,3,1,2,0,46,0,2
14041,8/28/2022,Lyon,Maxence Caqueret,8/11/1999,"RM,DM,CM",45,37,36,1,0,0,0,2,0,0,0,0,0,32,0,1
14042,8/28/2022,Lyon,Nicolás Tagliafico,9/11/1991,"LB,CB",90,67,62,5,1,0,0,4,4,0,0,0,0,57,0,0
14043,8/28/2022,Lyon,Castello Lukeba,4/12/2002,CB,90,77,74,3,1,0,0,0,1,0,0,0,0,68,0,0
14044,8/28/2022,Lyon,Thiago Mendes,10/8/1991,CB,79,68,63,5,4,0,1,1,1,0,0,0,0,55,0,1
14045,8/28/2022,Lyon,Bradley Barcola,9/12/2001,WB,11,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
14046,8/28/2022,Lyon,Malo Gusto,2/12/2003,"RB,CB",90,113,104,9,1,0,0,12,7,1,0,0,0,99,0,5
14047,8/28/2022,Lyon,Rémy Riou,7/24/1987,GK,90,43,35,8,2,0,0,0,0,0,0,0,0,38,0,0
14048,8/28/2022,Paris Saint-Germain,Kylian Mbappé,4/19/1998,FW,90,32,28,4,0,0,0,3,0,2,0,0,0,26,0,0
14049,8/28/2022,Paris Saint-Germain,Neymar,7/24/1991,"AM,LM",90,68,63,4,2,0,0,2,1,1,1,0,0,49,1,2
14050,8/28/2022,Paris Saint-Germain,Lionel Messi,4/29/1987,AM,86,52,51,1,0,0,0,2,0,1,1,0,0,43,0,1
14051,8/28/2022,Paris Saint-Germain,Pablo Sarabia,1/30/1992,"FW,AM",4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14052,8/28/2022,Paris Saint-Germain,Marco Verratti,1/21/1992,CM,90,118,111,7,5,0,0,0,2,0,0,0,0,108,0,1
14053,8/28/2022,Paris Saint-Germain,Renato Sanches,8/14/1997,CM,62,44,43,1,1,0,0,0,0,0,0,0,0,44,0,0
14054,8/28/2022,Paris Saint-Germain,Danilo Pereira,9/29/1990,CM,28,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0
14055,8/28/2022,Paris Saint-Germain,Nuno Mendes,4/15/2002,"WB,LB",90,45,40,5,0,1,1,0,5,0,0,0,0,40,0,1
14056,8/28/2022,Paris Saint-Germain,Achraf Hakimi,1/17/1998,"WB,RM",90,54,51,3,0,0,0,2,3,0,0,0,0,51,0,0
14057,8/28/2022,Paris Saint-Germain,Presnel Kimpembe,8/5/1995,CB,90,82,74,7,3,0,0,0,3,0,0,0,0,77,1,1
14058,8/28/2022,Paris Saint-Germain,Marquinhos,2/4/1994,CB,86,92,91,0,0,0,0,0,0,0,0,0,0,89,1,1
14059,8/28/2022,Paris Saint-Germain,Nordi Mukiele,1/11/1997,RB,4,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0
14060,8/28/2022,Paris Saint-Germain,Sergio Ramos,11/8/1985,CB,90,84,82,2,1,0,3,1,1,0,0,0,0,80,0,0
14061,8/28/2022,Paris Saint-Germain,Gianluigi Donnarumma,8/31/1998,GK,90,29,22,7,3,0,0,0,0,0,0,0,0,29,0,0
14062,8/28/2022,Monaco,Wissam Ben Yedder,8/4/1990,FW,90,35,35,0,0,0,0,1,0,0,0,0,0,29,0,1
14063,8/28/2022,Monaco,Kevin Volland,7/8/1992,FW,24,7,7,0,0,1,0,0,0,0,0,0,0,5,0,0
14064,8/28/2022,Monaco,Maghnes Akliouche,8/30/2001,FW,39,18,18,0,0,0,0,1,0,0,0,0,0,13,0,2
14065,8/28/2022,Monaco,Takumi Minamino,6/13/1994,FW,27,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
14066,8/28/2022,Monaco,Mohamed Camara,5/23/1999,CM,73,31,30,1,1,0,1,0,0,0,0,0,0,27,0,1
14067,8/28/2022,Monaco,Jean Lucas,4/22/1998,CM,17,12,12,0,0,0,1,0,0,0,0,0,0,9,0,1
14068,8/28/2022,Monaco,Aleksandr Golovin,3/7/1996,CM,63,23,21,2,1,0,0,2,0,1,1,0,0,17,0,0
14069,8/28/2022,Monaco,Breel Embolo,8/9/1996,CM,27,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1
14070,8/28/2022,Monaco,Youssouf Fofana,5/31/1998,CM,90,36,33,2,0,1,1,0,0,0,0,0,0,30,1,1
14071,8/28/2022,Monaco,Caio Henrique Oliveira Silva,7/9/1997,LB,90,47,38,9,2,0,0,4,5,2,1,1,0,36,0,3
14072,8/28/2022,Monaco,Benoît Badiashile,10/27/2000,CB,90,32,31,1,1,0,0,0,0,0,0,0,0,28,0,0
14073,8/28/2022,Monaco,Guillermo Maripán,1/19/1994,CB,90,18,15,3,3,0,0,0,0,0,0,0,0,14,0,0
14074,8/28/2022,Monaco,Axel Disasi,9/28/1997,CB,90,31,28,3,3,0,1,0,0,0,0,0,0,25,0,1
14075,8/28/2022,Monaco,Ruben Aguilar,12/30/1992,RB,90,34,29,5,0,0,0,0,5,0,0,0,0,27,0,1
14076,8/28/2022,Monaco,Alexander Nübel,11/9/1995,GK,90,28,17,11,2,0,0,0,0,0,0,0,0,18,0,0
14077,8/31/2022,Strasbourg,Kévin Gameiro,1/24/1987,FW,71,37,36,1,0,0,0,1,0,0,0,0,0,30,0,1
14078,8/31/2022,Strasbourg,Ludovic Ajorque,8/29/1993,FW,19,7,6,1,0,2,0,0,0,0,0,0,0,3,0,0
14079,8/31/2022,Strasbourg,Habib Diallo,4/12/1995,FW,90,27,27,0,0,0,0,0,0,0,0,0,0,21,0,0
14080,8/31/2022,Strasbourg,Mouhamadou Diarra,5/13/2003,CM,72,21,21,0,0,0,0,0,0,0,0,0,0,16,0,1
14081,8/31/2022,Strasbourg,Adrien Thomasson,3/28/1993,CM,18,9,9,0,0,0,0,0,0,0,0,0,0,6,0,1
14082,8/31/2022,Strasbourg,Jean-Ricner Bellegarde,4/29/1998,"WB,CM",90,61,53,8,0,0,1,3,6,2,0,2,0,46,0,1
14083,8/31/2022,Strasbourg,Jean-Eudes Aholou,10/14/1993,CM,72,21,20,1,1,0,0,0,0,0,0,0,0,14,0,1
14084,8/31/2022,Strasbourg,Colin Dagba,9/24/1997,"WB,CM",18,7,7,0,0,0,0,1,0,0,0,0,0,7,0,0
14085,8/31/2022,Strasbourg,Dimitri Liénard,8/7/1987,WB,23,18,16,2,1,0,0,2,1,0,0,0,0,15,0,0
14086,8/31/2022,Strasbourg,Sanjin Prcić,2/16/1993,"CM,WB",67,51,48,3,2,0,1,2,0,1,1,0,0,45,0,0
14087,8/31/2022,Strasbourg,Thomas Delaine,10/23/1991,WB,90,63,47,16,0,0,0,7,16,0,0,0,0,40,0,5
14088,8/31/2022,Strasbourg,Alexander Djiku,7/25/1994,CB,90,61,56,5,3,0,0,0,0,0,0,0,0,49,0,1
14089,8/31/2022,Strasbourg,Ismaël Doukouré,6/21/2003,CB,90,32,31,1,1,0,0,0,0,0,0,0,0,26,0,1
14090,8/31/2022,Strasbourg,Ronaël Pierre-Gabriel,4/1/1998,CB,90,42,35,7,6,0,1,0,1,0,0,0,0,37,0,0
14091,8/31/2022,Strasbourg,Matz Sels,9/1/1991,GK,90,30,19,11,5,0,0,0,0,0,0,0,0,20,0,0
14092,8/31/2022,Nantes,Mostafa Mohamed,3/3/1997,FW,90,10,10,0,0,0,0,1,0,0,0,0,0,4,0,1
14093,8/31/2022,Nantes,Abdoul Kader Bamba,2/23/1994,LW,60,29,26,3,1,0,1,3,1,1,1,0,0,21,0,1
14094,8/31/2022,Nantes,Mohamed Achi,6/8/2001,LW,30,15,14,1,0,0,0,1,0,1,0,1,0,12,0,0
14095,8/31/2022,Nantes,Evann Guessand,5/6/2001,RW,90,22,22,0,0,0,1,1,0,0,0,0,0,16,0,0
14096,8/31/2022,Nantes,Ludovic Blas,5/8/1997,AM,90,53,46,6,3,0,5,3,1,0,0,0,0,45,1,3
14097,8/31/2022,Nantes,Samuel Moutoussamy,7/30/1996,DM,90,66,66,0,0,0,0,1,0,0,0,0,0,58,0,1
14098,8/31/2022,Nantes,Andrei Girotto,8/14/1991,DM,78,43,42,1,1,0,0,1,0,0,0,0,0,34,0,0
14099,8/31/2022,Nantes,Lohann Doucet,10/3/2001,DM,12,15,14,1,1,0,0,0,0,0,0,0,0,13,0,1
14100,8/31/2022,Nantes,Dennis Appiah,3/25/1992,LB,78,72,61,10,1,0,0,0,9,0,0,0,0,58,1,0
14101,8/31/2022,Nantes,Marcus Coco,4/23/1996,LB,12,13,9,4,1,0,0,2,2,1,0,1,0,9,0,1
14102,8/31/2022,Nantes,Nicolas Pallois,10/17/1986,CB,90,63,62,1,1,0,3,0,0,0,0,0,0,52,0,0
14103,8/31/2022,Nantes,Jean-Charles Castelletto,6/30/1994,CB,90,69,67,2,2,0,2,0,0,0,0,0,0,59,0,1
14104,8/31/2022,Nantes,Sébastien Corchia,1/10/1990,RB,60,33,26,7,0,0,0,6,4,3,0,2,0,23,0,0
14105,8/31/2022,Nantes,Fábio,5/25/1990,RB,30,26,24,2,0,0,0,3,2,0,0,0,0,23,0,0
14106,8/31/2022,Nantes,Alban Lafont,6/23/1998,GK,90,38,31,7,2,0,0,0,0,0,0,0,0,32,0,0
14107,8/31/2022,Monaco,Wissam Ben Yedder,8/1/1990,FW,53,18,17,1,0,0,0,1,0,0,0,0,0,15,0,0
14108,8/31/2022,Monaco,Krépin Diatta,8/28/1998,FW,37,12,12,0,0,0,0,1,0,0,0,0,0,8,0,0
14109,8/31/2022,Monaco,Breel Embolo,8/6/1996,FW,90,26,24,2,0,0,0,0,1,0,0,0,0,17,0,1
14110,8/31/2022,Monaco,Takumi Minamino,6/10/1994,AM,45,11,8,3,0,0,0,3,0,3,2,1,0,6,0,0
14111,8/31/2022,Monaco,Aleksandr Golovin,3/4/1996,"LM,AM",45,21,14,7,2,0,1,5,0,5,2,3,0,19,0,0
14112,8/31/2022,Monaco,Mohamed Camara,5/20/1999,CM,80,52,49,3,3,0,0,0,0,0,0,0,0,46,0,1
14113,8/31/2022,Monaco,Jean Lucas,4/19/1998,CM,10,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
14114,8/31/2022,Monaco,Youssouf Fofana,5/28/1998,"RM,CM",90,44,42,2,0,0,0,1,0,0,0,0,0,32,0,0
14115,8/31/2022,Monaco,Ismail Jakobs,8/9/1999,"LB,WB",90,60,50,10,2,0,0,1,8,0,0,0,0,48,0,0
14116,8/31/2022,Monaco,Vanderson,4/16/2001,WB,45,28,23,5,0,0,0,0,5,0,0,0,0,21,0,1
14117,8/31/2022,Monaco,Ruben Aguilar,12/27/1992,"RB,WB",45,35,30,5,0,0,0,1,5,0,0,0,0,25,0,0
14118,8/31/2022,Monaco,Malang Sarr,6/23/1998,CB,45,39,38,1,1,0,0,0,0,0,0,0,0,36,0,1
14119,8/31/2022,Monaco,Benoît Badiashile,10/24/2000,CB,45,29,29,0,0,0,0,0,0,0,0,0,0,25,0,0
14120,8/31/2022,Monaco,Guillermo Maripán,1/16/1994,CB,43,43,43,0,0,0,0,0,0,0,0,0,0,41,0,0
14121,8/31/2022,Monaco,Axel Disasi,9/25/1997,CB,90,65,64,1,0,0,1,0,1,0,0,0,0,53,0,1
14122,8/31/2022,Monaco,Alexander Nübel,11/6/1995,GK,90,31,21,10,3,0,0,0,0,0,0,0,0,26,0,0
14123,8/31/2022,Troyes,Mama Samba Baldé,1/19/1995,FW,70,21,18,3,0,0,0,1,0,0,0,0,0,16,0,0
14124,8/31/2022,Troyes,Ike Ugbo,10/18/1997,FW,20,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
14125,8/31/2022,Troyes,Renaud Ripart,10/2/1992,LM,63,27,27,0,0,0,0,0,0,0,0,0,0,21,0,0
14126,8/31/2022,Troyes,Rony Lopes,5/3/1995,LM,27,15,13,2,1,0,0,1,0,1,0,0,0,13,0,0
14127,8/31/2022,Troyes,Rominigue Kouamé,4/10/1996,CM,90,53,53,0,0,0,2,1,0,0,0,0,0,49,0,0
14128,8/31/2022,Troyes,Florian Tardieu,12/20/1991,CM,84,63,54,9,4,0,1,4,0,5,2,1,0,54,0,1
14129,8/31/2022,Troyes,Tristan Dingomé,8/14/1990,CM,6,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0
14130,8/31/2022,Troyes,Wilson Odobert,3/1/2004,RM,71,22,22,0,0,0,0,1,0,0,0,0,0,18,0,1
14131,8/31/2022,Troyes,Xavier Chavalerin,9/19/1990,RM,19,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0
14132,8/31/2022,Troyes,Papa Ndiaga Yade,5/18/1999,LB,63,53,46,7,0,0,0,7,7,0,0,0,0,38,0,0
14133,8/31/2022,Troyes,Yasser Larouci,5/9/2000,LB,27,19,17,2,1,0,0,3,1,0,0,0,0,17,0,0
14134,8/31/2022,Troyes,Yoann Salmier,2/19/1992,CB,90,45,44,1,1,0,0,0,0,0,0,0,0,38,0,0
14135,8/31/2022,Troyes,Erik Palmer-Brown,12/22/1996,CB,90,37,36,1,1,0,0,0,0,0,0,0,0,28,0,2
14136,8/31/2022,Troyes,Jackson Porozo,7/13/2000,CB,90,33,33,0,0,0,0,0,0,0,0,0,0,28,0,0
14137,8/31/2022,Troyes,Thierno Balde,3/25/2002,RB,90,44,41,3,1,0,0,2,2,0,0,0,0,37,0,0
14138,8/31/2022,Troyes,Gauthier Gallon,12/21/1992,GK,90,22,15,7,3,0,1,0,0,0,0,0,0,15,0,0
14139,8/31/2022,Lyon,Alexandre Lacazette,3/2/1991,FW,84,24,23,1,0,1,0,3,0,0,0,0,0,16,0,1
14140,8/31/2022,Lyon,Moussa Dembélé,5/29/1996,FW,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
14141,8/31/2022,Lyon,Karl Toko Ekambi,10/6/1991,LW,84,43,40,2,0,0,1,1,1,1,0,1,0,36,1,1
14142,8/31/2022,Lyon,Bradley Barcola,9/9/2001,LW,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
14143,8/31/2022,Lyon,Tetê,8/8/1999,RW,67,40,35,5,0,0,0,5,0,5,2,2,0,30,0,3
14144,8/31/2022,Lyon,Rayan Cherki,8/8/2003,RW,23,10,7,3,0,0,0,2,0,3,0,2,0,8,0,0
14145,8/31/2022,Lyon,Maxence Caqueret,8/8/1999,LM,90,67,67,0,0,2,0,1,0,0,0,0,0,59,0,0
14146,8/31/2022,Lyon,Johann Lepenant,12/18/2001,CM,90,95,95,0,0,0,0,0,0,0,0,0,0,85,0,0
14147,8/31/2022,Lyon,Romain Faivre,6/2/1998,RM,67,31,31,0,0,0,0,1,0,0,0,0,0,29,0,0
14148,8/31/2022,Lyon,Corentin Tolisso,7/13/1994,RM,23,18,15,3,1,1,1,0,1,0,0,0,0,16,0,0
14149,8/31/2022,Lyon,Nicolás Tagliafico,9/7/1992,LB,90,74,59,15,1,0,0,2,14,0,0,0,0,61,0,2
14150,8/31/2022,Lyon,Castello Lukeba,4/9/2002,CB,90,70,68,2,2,0,0,0,0,0,0,0,0,59,0,0
14151,8/31/2022,Lyon,Thiago Mendes,10/5/1991,CB,90,71,66,4,3,0,0,0,1,0,0,0,0,59,1,0
14152,8/31/2022,Lyon,Malo Gusto,2/9/2003,RB,90,83,71,12,4,0,0,4,8,0,0,0,0,73,0,0
14153,8/31/2022,Lyon,Rémy Riou,7/21/1987,GK,90,32,23,9,2,0,0,0,0,0,0,0,0,27,0,0
14154,8/31/2022,Auxerre,Nuno da Costa,7/31/1990,FW,77,15,12,3,0,0,0,2,0,0,0,0,0,10,0,0
14155,8/31/2022,Auxerre,Rémy Dugimont,5/10/1986,FW,13,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
14156,8/31/2022,Auxerre,Kays Ruiz,8/26/2002,LM,62,29,29,0,0,0,0,0,0,0,0,0,0,26,0,0
14157,8/31/2022,Auxerre,Gaëtan Perrin,3/20/1996,LM,28,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0
14158,8/31/2022,Auxerre,Youssouf M'Changama,9/4/1990,CM,62,22,17,5,3,1,1,3,0,2,1,1,0,16,0,0
14159,8/31/2022,Auxerre,Hamza Sakhi,3/20/1996,CM,28,28,27,1,1,0,0,3,0,0,0,0,0,23,0,0
14160,8/31/2022,Auxerre,Rayan Raveloson,6/9/1996,CM,77,25,24,1,1,0,0,0,0,0,0,0,0,19,0,3
14161,8/31/2022,Auxerre,Mathias Autret,9/7/1990,CM,13,8,7,1,1,0,1,2,0,0,0,0,0,6,0,0
14162,8/31/2022,Auxerre,Lassine Sinayoko,3/23/1999,RM,62,16,15,1,0,0,0,0,1,0,0,0,0,12,0,0
14163,8/31/2022,Auxerre,Gauthier Hein,7/20/1996,RM,28,14,13,1,0,0,0,3,0,1,0,1,0,11,0,0
14164,8/31/2022,Auxerre,Birama Touré,3/19/1992,DM,90,40,40,0,0,0,3,0,0,0,0,0,0,31,0,4
14165,8/31/2022,Auxerre,Gideon Mensah,6/10/1998,LB,90,49,44,5,0,0,0,3,5,0,0,0,0,39,0,1
14166,8/31/2022,Auxerre,Alexandre Coeff,8/20/1991,CB,90,40,40,0,0,0,1,0,0,0,0,0,0,32,0,0
14167,8/31/2022,Auxerre,Jubal,9/3/1993,CB,90,30,29,1,1,0,0,0,0,0,0,0,0,24,0,0
14168,8/31/2022,Auxerre,Brayann Pereira,2/13/2003,RB,90,29,24,5,0,0,0,4,5,0,0,0,0,19,0,0
14169,8/31/2022,Auxerre,Benoît Costil,5/14/1987,GK,90,38,21,17,8,0,1,0,0,0,0,0,0,21,0,0
14170,8/31/2022,Angers,Adrien Hunou,6/16/1993,FW,86,35,30,5,1,0,0,0,1,0,0,0,0,27,0,1
14171,8/31/2022,Angers,Himad Abdelli,2/9/1999,FW,4,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
14172,8/31/2022,Angers,Amine Salama,6/9/2000,FW,63,13,13,0,0,0,0,1,0,0,0,0,0,7,0,1
14173,8/31/2022,Angers,Abdallah Sima,4/8/2001,FW,27,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0
14174,8/31/2022,Angers,Souleyman Doumbia,10/25/1995,LW,90,41,28,13,1,0,0,2,12,0,0,0,0,31,0,3
14175,8/31/2022,Angers,Halid Šabanović,8/19/1999,RW,45,21,14,7,0,0,0,0,7,0,0,0,0,17,0,1
14176,8/31/2022,Angers,Sofiane Boufal,10/11/1992,"CM,RW",45,35,33,2,1,0,0,1,1,0,0,0,0,25,0,2
14177,8/31/2022,Angers,Azzedine Ounahi,12/12/1999,CM,90,62,57,4,0,0,1,3,1,2,1,0,0,55,1,0
14178,8/31/2022,Angers,Nabil Bentaleb,2/24/1994,"CM,DM",90,74,66,7,5,0,1,4,0,2,1,1,0,53,1,1
14179,8/31/2022,Angers,Waniss Taibi,9/16/2001,DM,45,20,20,0,0,0,0,1,0,0,0,0,0,16,0,1
14180,8/31/2022,Angers,Sada Thioub,3/9/1995,"RW,DM",45,37,32,5,0,0,1,1,5,0,0,0,0,33,0,1
14181,8/31/2022,Angers,Ousmane Camara,9/14/2002,CB,90,62,59,3,3,0,0,0,0,0,0,0,0,55,0,0
14182,8/31/2022,Angers,Cédric Hountondji,6/16/1993,CB,77,33,33,0,0,0,0,0,0,0,0,0,0,30,0,0
14183,8/31/2022,Angers,Lois Diony,4/17/1992,CB,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14184,8/31/2022,Angers,Abdoulaye Bamba,12/26/1989,CB,90,49,46,3,2,0,0,1,1,0,0,0,0,37,0,1
14185,8/31/2022,Angers,Paul Bernardoni,12/10/1996,GK,90,26,14,11,4,0,0,0,0,0,0,0,0,18,1,0
14186,8/31/2022,Reims,Arber Zeneli,8/29/1994,FW,63,22,19,3,0,0,0,1,0,1,0,1,0,15,0,2
14187,8/31/2022,Reims,Folarin Balogun,5/10/2001,FW,27,6,5,1,0,0,0,0,0,0,0,0,0,6,0,0
14188,8/31/2022,Reims,Junya Ito,9/22/1992,"FW,AM",68,16,15,1,0,1,1,1,0,1,0,0,0,12,0,0
14189,8/31/2022,Reims,Alexis Flips,6/13/1999,AM,22,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
14190,8/31/2022,Reims,Kamory Doumbia,8/13/2002,AM,63,27,25,0,0,0,0,2,0,0,0,0,0,21,2,0
14191,8/31/2022,Reims,Martin Adeline,3/10/2003,"CM,AM",27,6,4,2,1,0,0,0,0,1,0,0,0,3,0,1
14192,8/31/2022,Reims,Jens Cajuste,7/26/1999,CM,64,22,22,0,0,1,0,0,0,0,0,0,0,20,0,0
14193,8/31/2022,Reims,Marshall Munetsi,4/19/1996,CM,90,36,36,0,0,1,0,0,0,0,0,0,0,25,0,1
14194,8/31/2022,Reims,Banzouzi Locko,1/14/2002,WB,90,40,27,13,0,0,0,1,13,0,0,0,0,28,0,1
14195,8/31/2022,Reims,Maxime Busi,12/3/1998,WB,90,58,35,22,0,0,0,3,22,0,0,0,0,42,1,3
14196,8/31/2022,Reims,Yunis Abdelhamid,11/4/1986,CB,90,41,37,3,3,0,1,1,0,0,0,0,0,29,1,0
14197,8/31/2022,Reims,Emmanuel Agbadou,4/9/1997,CB,90,44,41,3,2,0,1,0,0,0,0,0,0,39,0,0
14198,8/31/2022,Reims,Andrew Gravillon,7/25/1997,CB,90,41,38,3,3,1,1,0,0,0,0,0,0,31,0,1
14199,8/31/2022,Reims,Patrick Pentz,5/12/1996,GK,90,21,11,10,1,0,0,0,0,0,0,0,0,10,0,0
14200,8/31/2022,Montpellier,Sepe Elye Wahi,5/11/2002,"FW,LW",90,8,7,1,0,0,0,0,1,0,0,0,0,6,0,0
14201,8/31/2022,Montpellier,Faitout Maouassa,5/17/1998,LW,66,10,7,2,0,0,0,1,0,2,1,0,0,4,1,1
14202,8/31/2022,Montpellier,Arnaud Souquet,8/4/1991,RW,24,6,6,0,0,1,0,0,0,0,0,0,0,2,0,0
14203,8/31/2022,Montpellier,Arnaud Nordin,4/9/1998,"RW,FW",90,23,21,2,1,0,0,2,0,1,0,0,0,16,0,0
14204,8/31/2022,Montpellier,Valère Germain,12/10/1989,AM,44,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0
14205,8/31/2022,Montpellier,Matis Carvalho,12/30/1998,GK,46,20,10,10,3,0,0,0,0,0,0,0,0,8,0,0
14206,8/31/2022,Montpellier,Jordan Ferri,9/29/1991,DM,66,45,44,1,0,0,0,1,0,0,0,0,0,38,0,2
14207,8/31/2022,Montpellier,Léo Leroy,8/6/1999,DM,24,12,12,0,0,1,0,0,0,0,0,0,0,7,0,0
14208,8/31/2022,Montpellier,Joris Chotard,10/23/2000,DM,90,34,32,2,2,0,0,0,0,0,0,0,0,25,0,2
14209,8/31/2022,Montpellier,Théo Sainte-Luce,12/15/1997,LB,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
14210,8/31/2022,Montpellier,Mamadou Sakho,8/6/1989,CB,83,46,40,6,5,0,0,0,0,0,0,0,0,32,0,0
14211,8/31/2022,Montpellier,Nicolas Cozza,5/24/1998,"LB,CB",90,30,18,12,1,0,2,1,11,0,0,0,0,20,0,1
14212,8/31/2022,Montpellier,Maxime Estève,2/23/2002,CB,90,37,35,2,2,0,0,0,0,0,0,0,0,29,0,1
14213,8/31/2022,Montpellier,Falaye Sacko,1/6/1995,RB,66,27,21,6,0,0,0,1,6,0,0,0,0,23,0,1
14214,8/31/2022,Montpellier,Enzo Tchato,2/20/2002,RB,24,11,9,2,1,0,0,0,1,0,0,0,0,9,0,0
14215,8/31/2022,Montpellier,Jonas Omlin,5/29/1993,GK,44,15,9,6,1,0,0,0,0,0,0,0,0,10,0,0
14216,8/31/2022,Ajaccio,Kouamé Botué,7/19/2002,FW,61,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0
14217,8/31/2022,Ajaccio,Bevic Moussiti-Oko,7/4/1994,FW,29,9,8,1,0,0,0,0,0,0,0,0,0,8,0,0
14218,8/31/2022,Ajaccio,Romain Hamouma,11/3/1986,FW,36,25,17,8,3,0,0,9,0,3,1,2,0,19,0,1
14219,8/31/2022,Ajaccio,Kevin Spadanuda,6/9/1996,LM,78,21,21,0,0,0,0,1,0,0,0,0,0,16,0,0
14220,8/31/2022,Ajaccio,Yoann Touzghar,3/6/1986,LM,12,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
14221,8/31/2022,Ajaccio,Qazim Laçi,6/16/1995,CM,90,71,67,4,2,0,0,3,0,2,1,1,0,63,0,0
14222,8/31/2022,Ajaccio,Vincent Marchetti,5/13/1997,CM,62,38,38,0,0,0,2,0,0,0,0,0,0,32,0,2
14223,8/31/2022,Ajaccio,Mathieu Coutadeur,10/16/1985,CM,28,45,45,0,0,0,0,1,0,0,0,0,0,40,0,0
14224,8/31/2022,Ajaccio,Cyrille Bayala,2/21/1996,RM,58,28,27,1,0,0,0,1,1,0,0,0,0,18,0,0
14225,8/31/2022,Ajaccio,Riad Nouri,3/23/1985,RM,32,27,23,4,0,0,0,7,1,3,1,2,0,20,0,0
14226,8/31/2022,Ajaccio,Mohamed Youssouf,10/28/1987,LB,78,38,33,5,0,0,0,3,5,0,0,0,0,27,0,0
14227,8/31/2022,Ajaccio,Yanis Cimignani,6/20/2001,LB,12,18,14,4,0,0,0,3,4,0,0,0,0,14,0,1
14228,8/31/2022,Ajaccio,Clément Vidal,4/10/2000,CB,90,55,51,4,3,0,0,1,1,0,0,0,0,47,0,0
14229,8/31/2022,Ajaccio,Oumar Gonzalez,8/28/1997,CB,90,55,55,0,0,0,0,0,0,0,0,0,0,48,0,0
14230,8/31/2022,Ajaccio,Mickaël Alphonse,5/31/1989,RB,90,71,58,12,0,0,0,3,12,0,0,0,0,56,1,1
