"","Match_Date","Team","Player","DOB","Pos","Min","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"16062","10/16/2022","Rennes","Amine Gouiri",1999-06-25,"FW",68,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,33.3
"16063","10/16/2022","Rennes","Birger Meling",1994-02-24,"FW",22,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,NA
"16064","10/16/2022","Rennes","Arnaud Kalimuendo",2001-05-01,"FW",55,0,0,0,1,0,0,2,0,0,0,0,0,2,0,3,0
"16065","10/16/2022","Rennes","Lovro Majer",1997-04-26,"FW",35,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,NA
"16066","10/16/2022","Rennes","Martin Terrier",1996-07-27,"LM",81,0,0,0,0,2,0,0,2,0,0,0,0,4,3,2,60
"16067","10/16/2022","Rennes","Matthis Abline",2002-09-12,"LM",9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
"16068","10/16/2022","Rennes","Flavien Tait",1992-05-29,"CM",90,0,0,0,1,2,0,0,2,0,0,0,0,8,0,0,NA
"16069","10/16/2022","Rennes","Xeka",1993-12-12,"CM",90,1,0,0,2,2,0,0,1,0,0,0,0,6,1,2,33.3
"16070","10/16/2022","Rennes","Benjamin Bourigeaud",1993-04-21,"RM",68,0,0,0,2,0,0,4,2,0,0,0,0,6,0,0,NA
"16071","10/16/2022","Rennes","Désiré Doué",2005-01-23,"RM",22,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,NA
"16072","10/16/2022","Rennes","Adrien Truffert",2000-12-30,"LB",90,0,0,0,0,1,0,1,1,2,0,0,0,5,2,2,50
"16073","10/16/2022","Rennes","Arthur Theate",2000-01-07,"CB",90,0,0,0,1,0,0,0,2,0,0,0,0,4,1,3,25
"16074","10/16/2022","Rennes","Christopher Wooh",2001-08-26,"CB",90,0,0,0,0,3,0,0,1,0,0,0,0,3,0,1,0
"16075","10/16/2022","Rennes","Lorenz Assignon",2000-03-03,"RB",90,1,0,0,1,1,0,1,1,2,0,0,0,7,1,2,33.3
"16076","10/16/2022","Rennes","Steve Mandanda",1984-09-16,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"16077","10/16/2022","Lyon","Alexandre Lacazette",1991-01-15,"FW",90,0,0,0,3,2,2,0,0,0,0,0,0,3,1,1,50
"16078","10/16/2022","Lyon","Moussa Dembélé",1996-04-13,"FW",90,0,0,0,3,0,1,0,0,0,0,0,0,2,3,2,60
"16079","10/16/2022","Lyon","Houssem Aouar",1998-03-20,"AM",75,1,0,0,2,0,0,1,1,0,0,0,0,7,2,0,100
"16080","10/16/2022","Lyon","Romain Faivre",1998-04-17,"AM",15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
"16081","10/16/2022","Lyon","Corentin Tolisso",1994-05-28,"CM",44,1,0,0,1,2,0,0,2,0,0,0,0,10,0,1,0
"16082","10/16/2022","Lyon","Jeff Reine-Adélaïde",1997-04-26,"CM",46,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,NA
"16083","10/16/2022","Lyon","Maxence Caqueret",1999-06-23,"CM",90,0,0,0,1,2,0,2,1,3,0,0,0,7,1,0,100
"16084","10/16/2022","Lyon","Nicolás Tagliafico",1992-07-23,"WB",84,0,0,0,0,5,0,4,0,2,0,0,0,4,2,1,66.7
"16085","10/16/2022","Lyon","Karl Toko Ekambi",1992-08-20,"WB",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"16086","10/16/2022","Lyon","Malo Gusto",2002-12-25,"WB",84,0,0,0,0,0,0,4,1,2,0,0,0,2,1,1,50
"16087","10/16/2022","Lyon","Tetê",1999-06-23,"WB",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"16088","10/16/2022","Lyon","Castello Lukeba",2002-02-22,"CB",90,0,0,0,1,1,0,0,5,0,0,0,0,4,0,0,NA
"16089","10/16/2022","Lyon","Jérôme Boateng",1988-07-30,"CB",75,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,100
"16090","10/16/2022","Lyon","Damien Da Silva",1987-12-25,"CB",15,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,100
"16091","10/16/2022","Lyon","Sinaly Diomande",2000-10-06,"CB",90,0,0,0,1,1,0,0,5,1,0,0,0,4,6,2,75
"16092","10/16/2022","Lyon","Anthony Lopes",1990-09-24,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"16093","10/16/2022","Troyes","Mama Samba Baldé",1994-12-04,"FW",86,1,0,0,1,1,4,1,0,0,0,0,0,3,4,3,57.1
"16094","10/16/2022","Troyes","Tristan Dingomé",1990-06-29,"FW",4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,NA
"16095","10/16/2022","Troyes","Renaud Ripart",1992-08-17,"LW",64,1,0,0,1,2,0,2,1,3,0,0,0,2,3,3,50
"16096","10/16/2022","Troyes","Wilson Odobert",2004-01-15,"LW",26,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,33.3
"16097","10/16/2022","Troyes","Rony Lopes",1995-03-18,"RW",90,0,0,0,1,2,1,6,0,0,0,0,0,7,1,0,100
"16098","10/16/2022","Troyes","Yasser Larouci",2000-03-24,"LM",45,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,100
"16099","10/16/2022","Troyes","Erik Palmer-Brown",1996-11-06,"LM",45,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50
"16100","10/16/2022","Troyes","Florian Tardieu",1991-11-04,"CM",90,0,0,0,0,2,0,2,1,0,0,0,0,10,1,3,25
"16101","10/16/2022","Troyes","Xavier Chavalerin",1990-08-04,"CM",90,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,100
"16102","10/16/2022","Troyes","Thierno Balde",2002-02-07,"RM",64,0,0,0,0,3,0,3,1,0,0,0,0,3,0,1,0
"16103","10/16/2022","Troyes","Andreas Bruus",1998-04-24,"RM",26,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,NA
"16104","10/16/2022","Troyes","Abdu Conté",1997-09-05,"CB",81,0,0,0,3,0,0,0,0,2,0,1,0,3,2,0,100
"16105","10/16/2022","Troyes","Papa Ndiaga Yade",1999-04-02,"CB",9,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,NA
"16106","10/16/2022","Troyes","Adil Rami",1985-03-18,"CB",90,0,0,0,0,1,1,0,0,0,0,0,0,2,4,5,44.4
"16107","10/16/2022","Troyes","Jackson Porozo",2000-05-28,"CB",90,0,0,0,1,0,0,0,1,0,0,0,0,1,4,2,66.7
"16108","10/16/2022","Troyes","Mateusz Lis",1996-07-17,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA
"16109","10/16/2022","Ajaccio","Bevic Moussiti-Oko",1994-05-19,"FW",74,0,0,0,2,1,0,1,0,0,0,0,0,2,7,3,70
"16110","10/16/2022","Ajaccio","Youcef Belaïli",1991-08-18,"FW",16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"16111","10/16/2022","Ajaccio","Mounaim El Idrissy",1998-06-13,"FW",90,0,0,0,3,2,1,2,0,1,1,0,0,3,5,5,50
"16112","10/16/2022","Ajaccio","Kevin Spadanuda",1996-04-24,"LM",45,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
"16113","10/16/2022","Ajaccio","Mickaël Barreto",1990-04-30,"LM",45,0,0,0,0,0,0,4,0,1,0,0,0,8,0,2,0
"16114","10/16/2022","Ajaccio","Mathieu Coutadeur",1985-08-31,"CM",85,0,0,0,0,0,0,1,1,0,0,0,0,9,0,3,0
"16115","10/16/2022","Ajaccio","Thomas Mangani",1986-11-19,"CM",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"16116","10/16/2022","Ajaccio","Vincent Marchetti",1997-03-28,"CM",90,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,NA
"16117","10/16/2022","Ajaccio","Riad Nouri",1985-02-05,"RM",85,0,0,0,0,1,1,8,0,2,0,0,0,12,0,1,0
"16118","10/16/2022","Ajaccio","Yanis Cimignani",2001-05-05,"RM",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"16119","10/16/2022","Ajaccio","Youssouf Koné",1995-03-31,"LB",60,1,0,0,2,1,0,4,2,2,0,0,0,7,0,1,0
"16120","10/16/2022","Ajaccio","Mickaël Alphonse",1989-04-15,"LB",30,0,0,0,1,0,0,1,1,3,0,0,0,2,0,0,NA
"16121","10/16/2022","Ajaccio","Cédric Avinel",1986-08-16,"CB",90,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,100
"16122","10/16/2022","Ajaccio","Oumar Gonzalez",1997-07-13,"CB",90,0,0,0,0,1,0,0,3,1,0,0,0,11,3,5,37.5
"16123","10/16/2022","Ajaccio","Mohamed Youssouf",1987-09-12,"RB",90,0,0,0,4,1,0,1,5,1,0,0,0,6,2,4,33.3
"16124","10/16/2022","Ajaccio","Benjamin Leroy",1988-10-05,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA
"16125","10/16/2022","Auxerre","Nuno da Costa",1990-06-15,"FW,LW",78,0,0,0,1,1,0,0,1,1,0,0,0,4,3,0,100
"16126","10/16/2022","Auxerre","Gaëtan Perrin",1996-02-03,"LW",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"16127","10/16/2022","Auxerre","Hamza Sakhi",1996-02-03,"LW",71,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,100
"16128","10/16/2022","Auxerre","M'Baye Niang",1994-02-28,"FW",19,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,75
"16129","10/16/2022","Auxerre","Lassine Sinayoko",1999-02-05,"RW",86,0,0,0,2,0,0,2,1,0,0,0,0,3,0,2,0
"16130","10/16/2022","Auxerre","Rémy Dugimont",1986-03-25,"RW",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"16131","10/16/2022","Auxerre","Mathias Autret",1990-07-23,"AM",86,0,0,0,0,0,0,6,1,1,0,0,0,2,0,2,0
"16132","10/16/2022","Auxerre","Gauthier Hein",1996-06-04,"AM",4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA
"16133","10/16/2022","Auxerre","Rayan Raveloson",1996-04-24,"DM",90,0,0,0,2,1,0,1,0,0,0,0,0,4,0,1,0
"16134","10/16/2022","Auxerre","Birama Touré",1992-02-02,"DM",90,0,0,0,1,0,0,0,1,0,0,0,0,8,0,1,0
"16135","10/16/2022","Auxerre","Quentin Bernard",1989-04-05,"LB",90,0,0,0,0,1,0,3,1,3,0,0,0,9,0,2,0
"16136","10/16/2022","Auxerre","Julian Jeanvier",1991-09-21,"CB",90,0,0,0,1,0,0,0,2,2,0,0,0,9,0,2,0
"16137","10/16/2022","Auxerre","Jubal",1993-07-19,"CB",90,0,0,0,1,0,0,0,1,0,0,0,0,4,3,2,60
"16138","10/16/2022","Auxerre","Paul Joly",2000-02-02,"RB",90,0,0,0,1,0,0,5,1,0,0,0,0,5,1,4,20
"16139","10/16/2022","Auxerre","Benoît Costil",1987-03-29,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
"16140","10/16/2022","Nice","Gaëtan Laborde",1993-11-25,"FW",90,0,0,0,0,3,0,1,1,0,0,0,0,4,6,2,75
"16141","10/16/2022","Nice","Andy Delort",1991-10-10,"FW",39,0,0,0,0,1,2,1,0,0,0,0,0,0,3,2,60
"16142","10/16/2022","Nice","Nicolas Pépé",1995-01-16,"FW",51,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,NA
"16143","10/16/2022","Nice","Ross Barkley",1993-01-31,"CM",90,0,0,0,0,0,0,4,1,0,0,0,0,7,1,0,100
"16144","10/16/2022","Nice","Mario Lemina",1993-07-25,"CM",83,0,0,0,1,0,0,0,2,2,0,0,0,4,1,0,100
"16145","10/16/2022","Nice","Alexis Beka Beka",2000-09-14,"CM",7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"16146","10/16/2022","Nice","Khéphren Thuram-Ulie",2000-09-08,"CM",63,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,100
"16147","10/16/2022","Nice","Aaron Ramsey",1990-03-15,"CM",27,0,0,0,0,1,0,1,0,0,0,0,0,5,0,1,0
"16148","10/16/2022","Nice","Melvin Bard",1999-12-03,"WB",90,0,0,0,0,2,0,6,3,0,0,0,0,5,0,1,0
"16149","10/16/2022","Nice","Jordan Lotomba",1998-09-18,"WB",83,0,0,0,1,2,0,5,3,0,0,0,0,8,2,1,66.7
"16150","10/16/2022","Nice","Antoine Mendy",2004-01-10,"WB",7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,NA
"16151","10/16/2022","Nice","Mattia Viti",2001-05-09,"CB",90,0,0,0,0,2,0,0,1,1,0,0,0,5,2,2,50
"16152","10/16/2022","Nice","Jean-Clair Todibo",1999-03-21,"CB",90,0,0,0,0,0,0,0,3,1,0,0,0,8,0,0,NA
"16153","10/16/2022","Nice","Pablo Rosario",1996-04-06,"CB",90,0,0,0,1,0,0,1,2,0,0,0,0,4,1,1,50
"16154","10/16/2022","Nice","Kasper Schmeichel",1985-12-04,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"16155","10/16/2022","Nantes","Mostafa Mohamed",1997-01-16,"FW",83,0,0,0,1,0,1,0,0,0,0,0,0,4,1,3,25
"16156","10/16/2022","Nantes","Evann Guessand",2001-03-21,"FW",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"16157","10/16/2022","Nantes","Moses Simon",1995-04-14,"LW",83,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,NA
"16158","10/16/2022","Nantes","Sébastien Corchia",1989-11-25,"LW",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"16159","10/16/2022","Nantes","Ludovic Blas",1997-03-23,"RW",90,0,0,0,4,4,0,4,2,0,0,0,0,10,0,0,NA
"16160","10/16/2022","Nantes","Ignatius Ganago",1998-06-25,"AM",66,0,0,0,1,1,1,2,0,1,1,0,0,4,1,0,100
"16161","10/16/2022","Nantes","Moussa Sissoko",1989-06-24,"AM",24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA
"16162","10/16/2022","Nantes","Pedro Chirivella",1997-01-03,"DM",88,0,0,0,1,1,0,0,1,3,0,0,0,2,0,0,NA
"16163","10/16/2022","Nantes","Marcus Coco",1996-03-08,"DM",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
"16164","10/16/2022","Nantes","Samuel Moutoussamy",1996-06-14,"DM",90,0,0,0,2,0,0,0,1,1,0,0,0,4,1,3,25
"16165","10/16/2022","Nantes","Quentin Merlin",2001-12-19,"LB",90,0,0,0,3,1,0,5,1,1,0,0,0,6,2,1,66.7
"16166","10/16/2022","Nantes","Nicolas Pallois",1987-09-01,"CB",90,0,0,0,0,0,0,0,3,3,0,0,0,4,2,1,66.7
"16167","10/16/2022","Nantes","Andrei Girotto",1991-06-29,"CB",90,0,0,0,0,1,0,1,1,0,0,0,0,3,0,1,0
"16168","10/16/2022","Nantes","Dennis Appiah",1992-02-08,"RB",83,0,0,0,0,0,1,3,1,2,0,0,0,5,1,0,100
"16169","10/16/2022","Nantes","Jean-Charles Castelletto",1994-05-15,"RB",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
"16170","10/16/2022","Nantes","Alban Lafont",1998-05-08,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100
"16171","10/16/2022","Brest","Islam Slimani",1988-02-27,"FW",65,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0
"16172","10/16/2022","Brest","Karamoko Dembele",2002-07-06,"FW",25,0,0,0,0,1,0,3,0,0,0,0,0,2,0,1,0
"16173","10/16/2022","Brest","Romain Del Castillo",1995-09-16,"LW",65,0,0,0,0,2,0,1,1,0,0,0,0,7,0,1,0
"16174","10/16/2022","Brest","Irvin Cardona",1997-06-06,"LW",25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA
"16175","10/16/2022","Brest","Franck Honorat",1996-06-12,"RW",65,0,0,0,1,0,0,3,0,0,0,0,0,2,1,1,50
"16176","10/16/2022","Brest","Jérémy Le Douaron",1997-10-31,"RW",25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,33.3
"16177","10/16/2022","Brest","Mathias Pereira Lage",1996-01-21,"AM",72,1,0,0,2,1,0,0,0,0,0,0,0,4,1,1,50
"16178","10/16/2022","Brest","Hugo Magnetti",1998-01-17,"AM",18,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,NA
"16179","10/16/2022","Brest","Pierre Lees-Melou",1993-01-08,"DM",72,1,0,0,1,1,0,1,1,2,0,1,0,5,1,0,100
"16180","10/16/2022","Brest","Mahdi Camara",1998-03-20,"DM",18,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100
"16181","10/16/2022","Brest","Haris Belkebla",1993-05-19,"DM",90,0,0,0,0,2,0,0,2,2,0,0,0,3,0,0,NA
"16182","10/16/2022","Brest","Jere Uronen",1994-04-16,"LB",90,0,0,0,3,2,0,5,3,3,0,0,0,3,1,0,100
"16183","10/16/2022","Brest","Lilian Brassier",1998-11-25,"CB",90,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,60
"16184","10/16/2022","Brest","Achraf Dari",1998-11-30,"CB",90,0,0,0,1,1,0,0,0,2,0,0,0,6,1,2,33.3
"16185","10/16/2022","Brest","Noah Fadiga",1999-01-26,"RB",90,0,0,0,2,0,0,0,2,2,0,1,0,1,0,0,NA
"16186","10/16/2022","Brest","Marco Bizot",1990-08-10,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"16187","10/16/2022","Monaco","Wissam Ben Yedder",1990-06-16,"FW",20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"16188","10/16/2022","Monaco","Eliot Matazo",2001-06-22,"FW",70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50
"16189","10/16/2022","Monaco","Breel Embolo",1996-06-21,"FW",90,0,0,0,2,5,0,0,0,1,1,0,0,1,2,0,100
"16190","10/16/2022","Monaco","Aleksandr Golovin",1996-01-18,"LM",60,0,0,0,1,0,1,1,1,1,0,0,0,2,2,2,50
"16191","10/16/2022","Monaco","Ismail Jakobs",1999-06-24,"LM",30,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,40
"16192","10/16/2022","Monaco","Youssouf Fofana",1998-04-12,"CM",90,0,0,0,3,2,0,0,1,1,0,0,0,6,0,0,NA
"16193","10/16/2022","Monaco","Mohamed Camara",1999-04-04,"CM",16,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,NA
"16194","10/16/2022","Monaco","Takumi Minamino",1994-04-25,"RM",20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
"16195","10/16/2022","Monaco","Krépin Diatta",1998-07-13,"RM",70,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,50
"16196","10/16/2022","Monaco","Caio Henrique Oliveira Silva",1997-05-21,"LB",90,0,0,0,0,2,0,5,0,0,0,0,0,7,0,1,0
"16197","10/16/2022","Monaco","Guillermo Maripán",1993-12-01,"CB",90,0,0,0,0,0,0,0,2,1,0,0,0,7,2,3,40
"16198","10/16/2022","Monaco","Axel Disasi",1997-08-10,"CB",90,0,0,0,0,0,0,0,1,2,0,0,0,6,3,0,100
"16199","10/16/2022","Monaco","Vanderson",2001-03-01,"RB",90,0,0,0,0,2,0,1,2,1,0,0,0,9,0,0,NA
"16200","10/16/2022","Monaco","Alexander Nübel",1996-09-20,"GK",90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"16201","10/16/2022","Clermont Foot","Komnen Andrić",1995-03-23,"FW",73,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,20
"16202","10/16/2022","Clermont Foot","Jodel Dossou",1991-08-24,"FW",17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
"16203","10/16/2022","Clermont Foot","Grejohn Kyei",1995-06-15,"FW",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"16204","10/16/2022","Clermont Foot","Jim Allevinah",1994-07-18,"FW",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"16205","10/16/2022","Clermont Foot","Muhammed Saracevic Cham",2000-09-11,"AM",90,0,0,0,1,2,0,3,1,0,0,0,0,10,1,0,100
"16206","10/16/2022","Clermont Foot","Saîf-Eddine Khaoui",1994-11-13,"CM",90,1,0,0,1,2,0,2,1,0,0,0,0,7,1,1,50
"16207","10/16/2022","Clermont Foot","Yohann Magnin",1997-03-02,"CM",90,1,0,0,4,1,0,0,2,1,0,1,0,8,0,2,0
"16208","10/16/2022","Clermont Foot","Neto Borges",1996-08-17,"WB",90,0,0,0,0,1,1,6,1,0,0,0,0,5,1,1,50
"16209","10/16/2022","Clermont Foot","Elba Rashani",1992-12-07,"WB",90,1,0,0,1,0,0,4,1,0,0,0,0,3,4,3,57.1
"16210","10/16/2022","Clermont Foot","Maximiliano Caufriez",1996-06-25,"CB",90,0,0,0,0,0,0,0,2,1,0,0,0,6,1,2,33.3
"16211","10/16/2022","Clermont Foot","Mateusz Wieteska",1996-06-15,"CB",90,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,100
"16212","10/16/2022","Clermont Foot","Alidu Seidu",2000-01-27,"CB",90,1,0,0,3,2,0,1,0,1,0,0,0,7,1,0,100
"16213","10/16/2022","Clermont Foot","Mory Diaw",1993-03-05,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
"16214","10/16/2022","Paris Saint-Germain","Kylian Mbappé",1998-03-01,"FW",90,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA
"16215","10/16/2022","Paris Saint-Germain","Lionel Messi",1987-03-11,"FW",78,0,0,0,1,3,0,2,0,2,0,0,0,4,0,0,NA
"16216","10/16/2022","Paris Saint-Germain","Pablo Sarabia",1991-12-12,"FW",12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA
"16217","10/16/2022","Paris Saint-Germain","Neymar",1991-06-05,"AM",87,0,0,0,0,6,0,3,0,0,0,0,0,2,0,0,NA
"16218","10/16/2022","Paris Saint-Germain","Carlos Soler",1996-03-27,"AM",3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA
"16219","10/16/2022","Paris Saint-Germain","Vitinha",1999-06-19,"LM",90,0,0,0,1,0,0,1,1,1,0,0,0,8,0,0,NA
"16220","10/16/2022","Paris Saint-Germain","Marco Verratti",1991-12-03,"CM",90,0,0,0,0,1,0,0,2,2,0,0,0,4,1,0,100
"16221","10/16/2022","Paris Saint-Germain","Fabián Ruiz Peña",1995-09-26,"RM",90,0,0,0,4,0,0,0,1,0,0,0,0,10,0,0,NA
"16222","10/16/2022","Paris Saint-Germain","Juan Bernat",1992-07-22,"LB",90,0,0,0,0,4,0,0,0,2,0,0,0,3,1,0,100
"16223","10/16/2022","Paris Saint-Germain","Danilo Pereira",1991-08-11,"CB",24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
"16224","10/16/2022","Paris Saint-Germain","Nordi Mukiele",1996-11-23,"CB",66,0,0,0,2,0,0,0,0,2,0,0,0,3,1,1,50
"16225","10/16/2022","Paris Saint-Germain","Marquinhos",1993-12-17,"CB",90,1,0,0,1,0,0,0,1,0,0,0,0,7,1,1,50
"16226","10/16/2022","Paris Saint-Germain","Achraf Hakimi",1997-11-29,"RB",90,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,NA
"16227","10/16/2022","Paris Saint-Germain","Gianluigi Donnarumma",1998-07-13,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"16228","10/16/2022","Marseille","Alexis Sánchez",1988-03-01,"FW",78,0,0,0,2,1,0,0,0,2,0,0,0,4,1,2,33.3
"16229","10/16/2022","Marseille","Bamba Dieng",1999-09-03,"FW",12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"16230","10/16/2022","Marseille","Amine Harit",1997-02-24,"AM",70,1,0,0,0,2,0,3,1,0,0,0,0,6,0,0,NA
"16231","10/16/2022","Marseille","Cengiz Ünder",1997-04-17,"AM",20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"16232","10/16/2022","Marseille","Mattéo Guendouzi",1998-10-17,"AM",90,0,0,0,1,1,0,0,0,2,0,0,0,7,0,0,NA
"16233","10/16/2022","Marseille","Jordan Veretout",1992-07-22,"CM",78,0,0,0,3,2,0,4,1,3,0,0,0,7,0,1,0
"16234","10/16/2022","Marseille","Pape Gueye",1998-05-10,"CM",12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"16235","10/16/2022","Marseille","Valentin Rongier",1994-02-04,"CM",90,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,NA
"16236","10/16/2022","Marseille","Nuno Tavares",1999-05-14,"WB",70,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,NA
"16237","10/16/2022","Marseille","Issa Kaboré",2000-12-11,"WB",20,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,NA
"16238","10/16/2022","Marseille","Jonathan Clauss",1992-09-11,"WB",90,0,0,0,1,0,0,1,3,1,0,0,0,5,0,0,NA
"16239","10/16/2022","Marseille","Leonardo Balerdi",1998-05-14,"CB",90,0,0,0,1,0,0,0,1,1,0,0,0,7,1,0,100
"16240","10/16/2022","Marseille","Eric Bailly",1993-10-14,"CB",43,0,0,0,2,1,0,0,0,1,0,0,0,4,0,1,0
"16241","10/16/2022","Marseille","Samuel Gigot",1993-10-15,"CB",28,0,1,0,3,0,0,0,1,1,0,0,0,2,0,0,NA
"16242","10/16/2022","Marseille","Chancel Mbemba",1994-06-07,"CB",90,0,0,0,1,0,0,0,1,2,0,0,0,4,0,1,0
"16243","10/16/2022","Marseille","Pau López",1994-02-16,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"16244","10/21/2022","Ajaccio","Bevic Moussiti-Oko",1994-05-14,"FW",56,0,0,0,0,2,0,0,0,0,0,0,0,4,4,2,66.7
"16245","10/21/2022","Ajaccio","Romain Hamouma",1986-09-13,"FW",34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA
"16246","10/21/2022","Ajaccio","Mounaim El Idrissy",1998-06-08,"FW",73,0,0,0,5,0,0,1,0,2,0,0,0,1,1,3,25
"16247","10/21/2022","Ajaccio","Mickaël Barreto",1990-04-25,"LW,LM",17,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,NA
"16248","10/21/2022","Ajaccio","Youcef Belaïli",1991-08-13,"LM,FW",82,0,0,0,3,2,0,3,0,2,0,0,0,7,0,0,NA
"16249","10/21/2022","Ajaccio","Thomas Mangani",1986-11-14,"CM",8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"16250","10/21/2022","Ajaccio","Mathieu Coutadeur",1985-08-26,"CM",90,0,0,0,0,3,0,1,1,1,0,0,0,6,0,0,NA
"16251","10/21/2022","Ajaccio","Vincent Marchetti",1997-03-23,"CM",90,0,0,0,3,0,0,0,0,2,0,0,0,9,0,0,NA
"16252","10/21/2022","Ajaccio","Cyrille Bayala",1996-01-01,"RM",56,0,0,0,0,2,0,4,0,2,0,0,0,6,0,0,NA
"16253","10/21/2022","Ajaccio","Riad Nouri",1985-01-31,"RM,RW",34,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,50
