,Match_Date,Team,Player,DOB,Pos,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,Mis_Dribbles,Dis_Dribbles,Rec_Receiving,Prog_Receiving
14287,9/3/2022,Nantes,Mostafa Mohamed,1997-02-28,FW,79,15,0,1,5,9,5,15,0,2,0,2,1,8,3
14288,9/3/2022,Nantes,Marcus Coco,1996-04-20,FW,11,12,1,6,4,2,0,12,0,0,NA,0,0,8,1
14289,9/3/2022,Nantes,Evann Guessand,2001-05-03,LW,66,27,0,4,9,14,2,27,1,2,50,1,0,19,5
14290,9/3/2022,Nantes,Ignatius Ganago,1998-08-07,LW,24,10,0,1,6,3,0,10,0,0,NA,0,0,8,1
14291,9/3/2022,Nantes,Ludovic Blas,1997-05-05,RW,84,56,0,9,27,20,1,56,1,6,16.7,2,0,43,5
14292,9/3/2022,Nantes,Mohamed Achi,2001-06-05,RW,6,7,0,3,3,1,0,7,0,0,NA,0,0,6,1
14293,9/3/2022,Nantes,Dennis Appiah,1992-03-22,LM,90,52,4,12,24,18,0,52,4,4,100,1,0,40,2
14294,9/3/2022,Nantes,Pedro Chirivella,1997-02-15,CM,90,110,0,21,82,7,1,110,2,2,100,1,0,89,0
14295,9/3/2022,Nantes,Samuel Moutoussamy,1996-07-27,CM,79,48,2,9,32,8,1,48,0,1,0,0,0,36,1
14296,9/3/2022,Nantes,Lohann Doucet,2001-09-30,CM,11,11,2,6,5,0,0,11,1,1,100,0,0,6,0
14297,9/3/2022,Nantes,Fábio,1990-05-22,RM,23,10,1,3,5,2,1,10,0,0,NA,0,0,6,0
14298,9/3/2022,Nantes,Nicolas Pallois,1986-10-14,CB,90,50,7,29,21,1,0,50,0,1,0,0,2,33,0
14299,9/3/2022,Nantes,Andrei Girotto,1991-08-11,CB,90,77,16,47,29,1,1,77,0,0,NA,0,0,44,0
14300,9/3/2022,Nantes,Jean-Charles Castelletto,1994-06-27,CB,65,50,4,15,31,4,1,50,2,3,66.7,0,0,31,0
14301,9/3/2022,Nantes,Sébastien Corchia,1990-01-07,CB,25,12,1,4,6,3,0,12,0,0,NA,0,0,9,2
14302,9/3/2022,Nantes,Alban Lafont,1998-06-20,GK,90,39,38,39,0,0,0,39,0,0,NA,0,0,19,0
14303,9/3/2022,Paris Saint-Germain,Lionel Messi,1987-04-23,FW,90,105,0,1,44,61,14,105,10,15,66.7,2,2,89,10
14304,9/3/2022,Paris Saint-Germain,Kylian Mbappé,1998-04-13,LW,62,49,0,0,21,28,9,49,1,2,50,3,4,49,13
14305,9/3/2022,Paris Saint-Germain,Neymar,1991-07-18,LW,28,38,0,0,18,20,4,38,2,3,66.7,1,0,36,7
14306,9/3/2022,Paris Saint-Germain,Pablo Sarabia,1992-01-24,RW,69,32,0,6,12,14,5,32,1,1,100,2,2,28,10
14307,9/3/2022,Paris Saint-Germain,Hugo Ekitike,2002-04-11,RW,21,17,0,0,5,12,2,17,1,1,100,1,1,18,4
14308,9/3/2022,Paris Saint-Germain,Juan Bernat,1992-09-03,LM,45,29,1,4,11,14,3,29,0,0,NA,1,0,25,4
14309,9/3/2022,Paris Saint-Germain,Nuno Mendes,2002-04-09,LM,45,44,2,9,20,17,3,44,0,1,0,1,0,27,7
14310,9/3/2022,Paris Saint-Germain,Vitinha,1999-08-01,CM,32,20,1,4,14,2,0,20,0,0,NA,0,0,16,0
14311,9/3/2022,Paris Saint-Germain,Renato Sanches,1997-08-08,CM,58,79,0,5,55,21,2,79,0,0,NA,0,1,71,2
14312,9/3/2022,Paris Saint-Germain,Marco Verratti,1992-01-15,CM,62,92,1,16,64,14,0,92,0,2,0,2,0,76,1
14313,9/3/2022,Paris Saint-Germain,Sergio Ramos,1985-11-02,CM,28,26,3,5,15,6,0,26,0,0,NA,0,1,19,0
14314,9/3/2022,Paris Saint-Germain,Achraf Hakimi,1998-01-11,RM,90,58,0,6,19,34,8,58,0,1,0,1,0,46,11
14315,9/3/2022,Paris Saint-Germain,Presnel Kimpembe,1995-07-30,CB,90,65,6,19,42,4,0,65,1,1,100,1,0,40,0
14316,9/3/2022,Paris Saint-Germain,Marquinhos,1994-01-29,CB,90,55,10,30,23,2,2,55,0,0,NA,0,1,38,0
14317,9/3/2022,Paris Saint-Germain,Danilo Pereira,1990-09-23,CB,90,65,3,13,44,8,2,65,1,2,50,0,0,46,1
14318,9/3/2022,Paris Saint-Germain,Gianluigi Donnarumma,1998-08-25,GK,90,26,23,26,0,0,0,26,0,0,NA,0,0,14,0
14319,9/4/2022,Montpellier,Sepe Elye Wahi,2002-05-07,FW,90,18,0,3,6,10,3,18,0,2,0,0,1,12,1
14320,9/4/2022,Montpellier,Valère Germain,1989-12-06,AM,44,20,1,7,5,8,0,20,0,0,NA,1,0,12,1
14321,9/4/2022,Montpellier,Arnaud Nordin,1998-04-05,AM,57,20,1,7,7,6,0,20,0,1,0,3,0,10,2
14322,9/4/2022,Montpellier,Faitout Maouassa,1998-05-13,"RM,LM",33,15,0,4,3,8,0,15,0,0,NA,1,1,5,1
14323,9/4/2022,Montpellier,Léo Leroy,1999-08-02,LM,57,27,2,15,10,4,0,27,0,2,0,0,1,13,2
14324,9/4/2022,Montpellier,Enzo Tchato,2002-02-16,"CB,RM",33,7,3,5,1,1,0,7,0,0,NA,0,0,2,0
14325,9/4/2022,Montpellier,Jordan Ferri,1991-09-25,CM,74,36,4,18,17,1,0,36,1,2,50,1,3,18,0
14326,9/4/2022,Montpellier,Khalil Fayad,2004-03-18,CM,16,9,0,0,9,0,0,9,0,0,NA,1,0,4,0
14327,9/4/2022,Montpellier,Joris Chotard,2000-10-19,"RM,CM",82,23,4,11,11,2,0,23,0,1,0,1,0,9,0
14328,9/4/2022,Montpellier,Béni Makouana,2001-10-27,CM,8,10,0,2,4,4,1,10,1,1,100,1,1,6,0
14329,9/4/2022,Montpellier,Nicolas Cozza,1998-05-20,LB,90,41,7,19,10,12,2,41,0,2,0,1,2,14,1
14330,9/4/2022,Montpellier,Mamadou Sakho,1989-08-02,CB,74,29,9,16,13,0,0,29,0,0,NA,0,0,10,0
14331,9/4/2022,Montpellier,Arnaud Souquet,1991-07-31,LM,16,6,1,1,2,3,0,6,0,0,NA,1,0,4,0
14332,9/4/2022,Montpellier,Maxime Estève,2002-02-19,CB,90,22,12,17,5,0,0,22,0,0,NA,0,1,6,0
14333,9/4/2022,Montpellier,Falaye Sacko,1995-01-02,RB,90,40,13,23,10,7,0,40,0,0,NA,2,0,10,1
14334,9/4/2022,Montpellier,Matis Carvalho,1998-12-26,GK,90,36,27,36,0,0,0,36,0,0,NA,0,0,13,0
14335,9/4/2022,Lille,Jonathan David,1999-06-01,FW,90,36,0,0,7,29,14,36,2,3,66.7,2,1,30,8
14336,9/4/2022,Lille,Jonathan Bamba,1995-10-22,LW,90,64,0,6,18,41,7,64,2,6,33.3,3,0,54,11
14337,9/4/2022,Lille,Edon Zhegrova,1998-10-31,RW,34,44,1,5,11,28,3,44,2,5,40,3,0,32,7
14338,9/4/2022,Lille,Adam Ounas,1996-01-25,RW,56,60,1,5,17,39,0,60,2,5,40,3,0,47,7
14339,9/4/2022,Lille,Rémy Cabella,1989-09-17,AM,58,59,0,3,31,25,1,59,0,0,NA,0,1,52,6
14340,9/4/2022,Lille,André Gomes,1993-07-01,AM,32,40,0,2,23,15,0,40,0,0,NA,1,0,34,2
14341,9/4/2022,Lille,Angel Gomes,2000-09-01,DM,90,71,0,5,25,41,1,71,0,0,NA,1,1,61,2
14342,9/4/2022,Lille,Benjamin André,1990-07-10,DM,90,104,3,19,60,26,3,104,0,2,0,0,0,72,1
14343,9/4/2022,Lille,Ismaily,1989-05-28,LB,90,94,1,18,43,34,8,94,0,1,0,0,1,71,7
14344,9/4/2022,Lille,Tiago Djaló,1999-11-18,CB,90,75,3,24,50,2,2,75,0,0,NA,0,0,52,0
14345,9/4/2022,Lille,José Fonte,1983-04-20,CB,90,73,5,28,39,6,3,73,0,0,NA,0,0,43,2
14346,9/4/2022,Lille,Bafodé Diakité,2000-05-15,RB,90,98,0,16,48,34,1,98,0,1,0,1,2,76,3
14347,9/4/2022,Lille,Leonardo César Jardim,1994-10-10,GK,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14348,9/4/2022,Clermont Foot,Grejohn Kyei,1995-07-27,FW,71,20,1,4,10,7,1,20,4,4,100,2,1,15,2
14349,9/4/2022,Clermont Foot,Komnen Andrić,1995-05-04,FW,19,14,0,0,7,7,1,14,0,2,0,0,2,12,3
14350,9/4/2022,Clermont Foot,Jim Allevinah,1994-08-29,AM,71,14,0,2,6,7,1,14,0,1,0,2,1,12,2
14351,9/4/2022,Clermont Foot,Muhammed Saracevic Cham,1999-10-24,AM,19,17,0,4,2,11,3,17,1,1,100,1,2,8,1
14352,9/4/2022,Clermont Foot,Jodel Dossou,1991-10-05,AM,87,38,1,6,15,17,2,38,5,7,71.4,3,4,24,6
14353,9/4/2022,Clermont Foot,Elba Rashani,1993-01-18,AM,3,2,0,1,0,1,0,2,0,0,NA,0,0,0,0
14354,9/4/2022,Clermont Foot,Maxime Gonalons,1988-09-21,CM,76,32,1,10,20,3,1,32,1,2,50,2,0,17,0
14355,9/4/2022,Clermont Foot,Yohann Magnin,1997-04-13,CM,14,10,0,5,4,2,0,10,0,0,NA,0,0,3,0
14356,9/4/2022,Clermont Foot,Johan Gastien,1987-06-26,CM,90,55,3,18,26,11,0,55,0,0,NA,0,1,33,1
14357,9/4/2022,Clermont Foot,Neto Borges,1995-09-29,WB,90,40,5,17,12,11,1,40,1,2,50,2,1,12,2
14358,9/4/2022,Clermont Foot,Jérémie Bela,1992-11-17,WB,76,38,2,13,14,13,0,38,0,3,0,1,0,17,2
14359,9/4/2022,Clermont Foot,Arial Mendy,1994-01-17,WB,14,11,0,4,2,5,0,11,0,1,0,0,0,4,0
14360,9/4/2022,Clermont Foot,Maximiliano Caufriez,1996-08-06,CB,90,24,6,12,12,0,0,24,0,0,NA,0,0,9,0
14361,9/4/2022,Clermont Foot,Alidu Seidu,2000-03-09,CB,90,25,5,18,6,1,0,25,0,0,NA,0,0,9,0
14362,9/4/2022,Clermont Foot,Mateusz Wieteska,1996-07-27,CB,90,41,6,17,21,4,2,41,1,1,100,0,0,18,0
14363,9/4/2022,Clermont Foot,Mory Diaw,1993-04-16,GK,90,34,29,34,0,0,0,34,0,0,NA,0,0,7,0
14364,9/4/2022,Toulouse,Thijs Dallinga,2000-07-07,FW,59,14,1,1,5,9,4,14,0,1,0,2,0,10,2
14365,9/4/2022,Toulouse,Veljko Birmančević,1997-09-09,LW,31,16,1,1,8,7,0,16,1,4,25,3,0,12,4
14366,9/4/2022,Toulouse,Zakaria Aboukhlal,1999-08-10,"LW,RW",90,38,1,4,11,23,4,38,0,3,0,2,0,29,11
14367,9/4/2022,Toulouse,Rafael Ratão,1995-03-04,RW,44,23,0,3,7,13,4,23,0,0,NA,2,1,18,6
14368,9/4/2022,Toulouse,Ado Onaiwu,1995-01-19,"FW,RW",46,18,0,0,6,12,1,18,1,2,50,0,0,14,4
14369,9/4/2022,Toulouse,Brecht Dejaegere,1991-02-28,AM,58,26,1,3,16,8,1,26,0,1,0,3,0,16,5
14370,9/4/2022,Toulouse,Fares Chaïbi,2002-02-26,AM,32,18,0,3,6,10,1,18,0,2,0,1,0,12,6
14371,9/4/2022,Toulouse,Stijn Spierings,1995-09-24,DM,90,99,3,16,67,16,1,99,0,1,0,1,1,70,0
14372,9/4/2022,Toulouse,Branco van den Boomen,1995-06-13,DM,90,92,2,7,57,28,1,92,0,1,0,0,0,69,3
14373,9/4/2022,Toulouse,Issiaga Sylla,1993-05-07,LB,73,61,1,11,34,16,0,61,0,2,0,0,3,37,2
14374,9/4/2022,Toulouse,Oliver Zandén,2001-07-29,LB,17,18,2,5,4,9,2,18,0,1,0,0,0,8,3
14375,9/4/2022,Toulouse,Rasmus Nicolaisen,1996-10-01,CB,90,68,5,32,36,1,1,68,0,0,NA,0,0,46,0
14376,9/4/2022,Toulouse,Anthony Rouault,2001-02-25,CB,90,77,5,30,41,6,2,77,0,1,0,0,0,59,0
14377,9/4/2022,Toulouse,Mikkel Desler,1994-08-13,RB,90,83,2,11,42,30,0,83,2,2,100,1,0,48,4
14378,9/4/2022,Toulouse,Maxime Dupé,1992-09-08,GK,90,34,18,34,0,0,0,34,0,0,NA,0,0,18,0
14379,9/4/2022,Reims,Folarin Balogun,2001-05-06,FW,90,30,1,3,12,15,5,30,1,3,33.3,3,3,24,11
14380,9/4/2022,Reims,Junya Ito,1992-09-18,FW,90,35,0,4,14,19,1,35,0,2,0,5,2,28,4
14381,9/4/2022,Reims,Alexis Flips,1999-06-09,AM,70,35,0,4,21,10,1,35,0,2,0,3,1,20,5
14382,9/4/2022,Reims,Kamory Doumbia,2002-08-09,AM,20,12,0,0,6,6,1,12,0,0,NA,0,0,10,1
14383,9/4/2022,Reims,Dion Lopy,2001-07-08,CM,90,51,1,12,29,11,0,51,0,0,NA,5,1,29,0
14384,9/4/2022,Reims,Marshall Munetsi,1996-04-15,CM,90,45,0,9,23,15,5,45,1,2,50,5,0,28,2
14385,9/4/2022,Reims,Banzouzi Locko,2002-01-10,WB,82,35,3,11,13,12,0,35,1,5,20,1,0,16,3
14386,9/4/2022,Reims,Mitchell van Bergen,1999-08-25,WB,8,7,0,0,4,3,0,7,0,0,NA,0,0,4,1
14387,9/4/2022,Reims,Maxime Busi,1998-11-29,WB,90,34,3,12,10,12,0,34,0,1,0,0,0,18,1
14388,9/4/2022,Reims,Yunis Abdelhamid,1986-10-31,CB,90,47,6,23,22,4,1,47,1,3,33.3,0,1,22,0
14389,9/4/2022,Reims,Emmanuel Agbadou,1997-04-05,CB,90,69,17,51,15,3,3,69,0,0,NA,1,0,35,0
14390,9/4/2022,Reims,Andrew Gravillon,1997-07-21,CB,90,49,9,23,14,13,1,49,1,2,50,1,0,30,0
14391,9/4/2022,Reims,Patrick Pentz,1996-05-08,GK,90,35,34,35,0,0,0,35,0,0,NA,0,0,14,0
14392,9/4/2022,Lens,Loïs Openda,1999-08-06,FW,90,31,0,0,8,23,7,31,0,3,0,1,1,23,8
14393,9/4/2022,Lens,David Pereira da Costa,2000-05-13,LW,69,37,0,1,15,22,6,37,1,1,100,1,2,32,6
14394,9/4/2022,Lens,Ismaëlben Boura,2000-07-29,LW,21,19,1,2,13,4,1,19,2,3,66.7,2,0,13,3
14395,9/4/2022,Lens,Florian Sotoca,1989-12-23,RW,90,66,2,8,42,16,6,66,0,0,NA,3,1,53,9
14396,9/4/2022,Lens,Massadio Haïdara,1992-03-08,LM,61,30,1,6,8,16,3,30,2,2,100,2,1,21,5
14397,9/4/2022,Lens,Deiver Machado,1993-09-07,LM,4,1,0,0,0,1,1,1,0,0,NA,0,0,1,0
14398,9/4/2022,Lens,Łukasz Poręba,1999-09-25,CM,70,40,1,4,20,16,0,40,0,0,NA,2,0,30,4
14399,9/4/2022,Lens,Jean Onana,1999-05-20,CM,20,17,0,1,12,4,0,17,0,0,NA,0,0,13,2
14400,9/4/2022,Lens,Salis Abdul Samed,1999-10-21,CM,90,76,2,7,59,10,0,76,0,0,NA,3,1,61,2
14401,9/4/2022,Lens,Przemysław Frankowski,1994-11-25,RM,61,63,6,16,18,29,2,63,1,1,100,1,1,35,1
14402,9/4/2022,Lens,Jimmy Cabot,1993-12-07,RM,29,27,0,3,12,12,1,27,0,1,0,2,0,18,3
14403,9/4/2022,Lens,Facundo Medina,1999-02-24,CB,90,80,4,21,53,7,0,80,3,3,100,0,1,58,1
14404,9/4/2022,Lens,Kevin Danso,1997-10-10,CB,90,108,12,50,56,2,1,108,0,1,0,0,2,81,0
14405,9/4/2022,Lens,Jonathan Gradit,1992-02-21,CB,74,67,2,26,37,4,0,67,1,2,50,2,0,53,0
14406,9/4/2022,Lens,Alexis Claude-Maurice,1998-03-14,CB,16,14,1,3,8,3,2,14,0,0,NA,1,0,11,4
14407,9/4/2022,Lens,Brice Samba,1993-12-21,GK,90,50,33,50,0,0,0,50,0,0,NA,0,0,27,0
14408,9/4/2022,Brest,Islam Slimani,1988-04-09,FW,90,30,1,2,18,10,2,30,0,1,0,3,0,26,4
14409,9/4/2022,Brest,Mathias Pereira Lage,1996-03-03,LW,56,23,0,6,9,8,0,23,0,1,0,1,1,15,6
14410,9/4/2022,Brest,Youcef Belaïli,1991-09-29,LM,34,28,0,2,14,12,5,28,0,3,0,1,0,23,2
14411,9/4/2022,Brest,Franck Honorat,1996-07-24,"RW,RM",90,51,1,4,12,36,3,51,2,4,50,1,2,37,13
14412,9/4/2022,Brest,Pierre Lees-Melou,1993-02-19,"AM,CM",90,54,2,7,28,20,2,54,0,0,NA,2,1,30,4
14413,9/4/2022,Brest,Hugo Magnetti,1998-02-28,"DM,CM",90,57,3,7,39,11,0,57,0,0,NA,0,1,33,0
14414,9/4/2022,Brest,Haris Belkebla,1993-06-30,DM,56,37,2,10,17,10,0,37,0,1,0,1,0,22,1
14415,9/4/2022,Brest,Irvin Cardona,1997-07-18,FW,34,11,0,2,4,5,1,11,0,1,0,1,0,9,3
14416,9/4/2022,Brest,Lilian Brassier,1999-01-06,LB,75,75,1,14,47,14,1,75,1,2,50,0,0,60,3
14417,9/4/2022,Brest,Jere Uronen,1994-05-28,LB,15,14,1,6,7,1,0,14,0,0,NA,0,0,9,0
14418,9/4/2022,Brest,Christophe Hérelle,1992-08-16,CB,90,68,2,29,39,1,1,68,0,0,NA,0,0,49,0
14419,9/4/2022,Brest,Achraf Dari,1999-01-11,CB,45,37,7,18,18,1,1,37,0,0,NA,0,0,19,0
14420,9/4/2022,Brest,Brendan Chardonnet,1994-04-17,CB,45,36,4,13,23,0,0,36,0,0,NA,0,0,23,0
14421,9/4/2022,Brest,Jean-Kevin Duverne,1997-05-25,RB,90,91,8,19,48,25,0,91,0,0,NA,2,1,57,2
14422,9/4/2022,Brest,Marco Bizot,1990-09-21,GK,90,33,28,33,0,0,0,33,0,0,NA,0,0,15,0
14423,9/4/2022,Strasbourg,Ludovic Ajorque,1993-08-25,FW,83,42,0,3,20,19,5,41,2,2,100,0,0,33,7
14424,9/4/2022,Strasbourg,Kévin Gameiro,1987-01-20,FW,7,6,0,0,0,6,2,6,0,0,NA,0,0,5,1
14425,9/4/2022,Strasbourg,Habib Diallo,1995-04-08,FW,90,35,0,2,11,22,8,35,1,2,50,6,2,27,9
14426,9/4/2022,Strasbourg,Mouhamadou Diarra,2003-05-09,CM,90,37,1,7,18,12,1,37,2,5,40,1,4,29,3
14427,9/4/2022,Strasbourg,Sanjin Prcić,1993-02-12,CM,30,24,0,4,14,6,0,24,1,1,100,1,0,16,2
14428,9/4/2022,Strasbourg,Jean-Eudes Aholou,1993-10-10,CM,75,32,1,9,12,11,4,32,2,3,66.7,0,0,14,2
14429,9/4/2022,Strasbourg,Adrien Thomasson,1993-03-24,CM,15,7,0,2,4,1,0,7,0,2,0,0,0,4,0
14430,9/4/2022,Strasbourg,Colin Dagba,1997-09-20,WB,60,42,2,12,20,10,1,42,0,0,NA,1,1,26,0
14431,9/4/2022,Strasbourg,Ismaël Doukouré,2003-06-17,LB,30,12,3,6,5,1,0,12,0,0,NA,0,0,6,0
14432,9/4/2022,Strasbourg,Jean-Ricner Bellegarde,1998-04-25,"WB,CM",90,61,0,10,21,32,1,61,5,6,83.3,2,1,33,2
14433,9/4/2022,Strasbourg,Alexander Djiku,1994-07-21,CB,90,54,7,22,30,2,0,54,0,0,NA,0,0,23,0
14434,9/4/2022,Strasbourg,Maxime Le Marchand,1988-11-25,CB,90,35,4,19,17,0,0,35,0,0,NA,0,0,17,0
14435,9/4/2022,Strasbourg,Ronaël Pierre-Gabriel,1998-03-28,"CB,RB",90,59,7,28,24,7,0,59,4,5,80,1,1,29,1
14436,9/4/2022,Strasbourg,Matz Sels,1991-08-28,GK,90,34,29,33,1,0,0,34,0,0,NA,0,0,8,0
14437,9/4/2022,Ajaccio,Kouamé Botué,2002-07-15,FW,57,19,0,2,4,14,2,19,1,2,50,4,0,15,6
14438,9/4/2022,Ajaccio,Yoann Touzghar,1986-03-02,FW,33,7,0,0,1,6,0,7,1,1,100,0,1,6,3
14439,9/4/2022,Ajaccio,Mounaim El Idrissy,1998-07-25,FW,69,19,0,0,5,14,3,19,0,0,NA,1,0,14,5
14440,9/4/2022,Ajaccio,Bevic Moussiti-Oko,1994-06-30,FW,21,5,0,0,2,3,0,5,0,0,NA,0,0,5,2
14441,9/4/2022,Ajaccio,Kevin Spadanuda,1996-06-05,LM,90,43,0,2,20,23,4,43,0,1,0,3,2,33,7
14442,9/4/2022,Ajaccio,Qazim Laçi,1995-06-12,CM,69,48,1,4,28,18,1,48,1,1,100,0,0,29,1
14443,9/4/2022,Ajaccio,Vincent Marchetti,1997-05-09,CM,21,20,0,3,15,4,1,20,0,0,NA,0,1,14,0
14444,9/4/2022,Ajaccio,Thomas Mangani,1986-12-31,CM,90,102,2,9,67,27,0,102,0,1,0,0,0,70,0
14445,9/4/2022,Ajaccio,Riad Nouri,1985-03-19,RM,57,21,2,2,11,9,0,21,1,1,100,3,1,15,5
14446,9/4/2022,Ajaccio,Cyrille Bayala,1996-02-17,RM,33,23,0,1,10,13,0,23,0,2,0,1,1,15,2
14447,9/4/2022,Ajaccio,Ismael Diallo,1996-07-01,LB,78,47,1,9,25,14,0,47,1,1,100,2,0,23,1
14448,9/4/2022,Ajaccio,Yanis Cimignani,2001-06-16,LB,12,12,0,4,4,4,0,12,0,1,0,0,0,5,2
14449,9/4/2022,Ajaccio,Clément Vidal,2000-04-06,CB,90,69,2,30,36,3,3,69,0,0,NA,1,0,44,0
14450,9/4/2022,Ajaccio,Oumar Gonzalez,1997-08-24,CB,90,57,4,25,30,2,1,57,0,1,0,0,1,33,0
14451,9/4/2022,Ajaccio,Mohamed Youssouf,1987-10-24,RB,90,83,1,11,42,31,0,83,1,1,100,1,0,54,7
14452,9/4/2022,Ajaccio,Benjamin Leroy,1988-11-16,GK,90,25,19,25,0,0,0,25,0,0,NA,0,0,6,0
14453,9/4/2022,Lorient,Terem Moffi,1999-02-18,FW,82,21,0,2,14,5,2,21,0,2,0,2,1,19,3
14454,9/4/2022,Lorient,Darlin Yongwa,1999-10-16,FW,8,7,0,2,4,1,1,7,0,1,0,1,0,4,0
14455,9/4/2022,Lorient,Dango Ouattara,2001-07-26,LW,82,28,1,7,13,8,3,28,0,1,0,2,0,13,5
14456,9/4/2022,Lorient,Ckene Doucouré,2001-11-15,LW,8,7,0,2,4,1,0,7,1,1,100,1,0,5,0
14457,9/4/2022,Lorient,Ibrahima Koné,1999-04-03,RW,62,17,0,1,11,5,0,17,0,0,NA,2,0,13,2
14458,9/4/2022,Lorient,Stéphane Diarra,1998-03-21,RW,28,17,0,6,9,2,0,17,2,4,50,2,0,6,1
14459,9/4/2022,Lorient,Enzo Le Fée,1999-07-11,LM,90,64,6,19,35,10,0,64,4,8,50,4,2,36,1
14460,9/4/2022,Lorient,Laurent Abergel,1992-07-08,CM,90,44,0,18,24,2,0,44,1,2,50,1,1,32,0
14461,9/4/2022,Lorient,Théo Le Bris,2001-11-02,RM,70,25,0,4,10,11,1,25,1,1,100,2,0,19,1
14462,9/4/2022,Lorient,Bonke Innocent,1995-06-14,RM,20,12,1,3,9,0,0,12,0,0,NA,0,0,4,0
14463,9/4/2022,Lorient,Vincent Le Goff,1988-12-03,LB,90,50,8,18,25,8,1,50,0,0,NA,1,0,19,2
14464,9/4/2022,Lorient,Montassar Talbi,1998-02-20,CB,90,49,9,31,18,0,0,49,0,0,NA,0,0,25,0
14465,9/4/2022,Lorient,Julien Laporte,1993-01-11,CB,90,42,12,28,14,0,0,42,0,0,NA,0,0,21,0
14466,9/4/2022,Lorient,Gedeon Kalulu,1997-08-29,RB,90,55,3,16,30,9,2,55,2,2,100,0,1,32,1
14467,9/4/2022,Lorient,Yvon Mvogo,1994-03-15,GK,90,39,34,39,0,0,0,39,0,0,NA,0,0,7,0
14468,9/4/2022,Troyes,Mama Samba Baldé,1995-01-15,FW,82,17,1,4,10,3,0,17,1,3,33.3,2,2,9,3
14469,9/4/2022,Troyes,Wilson Odobert,2004-02-26,FW,8,5,0,2,4,1,1,5,1,1,100,1,0,3,1
14470,9/4/2022,Troyes,Ike Ugbo,1997-10-14,LM,33,6,1,2,2,2,1,6,1,1,100,0,0,4,1
14471,9/4/2022,Troyes,Adil Rami,1985-04-29,CB,57,18,2,13,4,1,0,18,0,0,NA,0,0,9,0
14472,9/4/2022,Troyes,Florian Tardieu,1991-12-16,CM,90,57,5,20,28,9,1,57,1,3,33.3,1,1,36,0
14473,9/4/2022,Troyes,Rominigue Kouamé,1996-04-06,"CM,RM",90,45,4,20,22,4,0,45,0,1,0,2,1,22,0
14474,9/4/2022,Troyes,Rony Lopes,1995-04-29,RM,60,22,0,5,12,5,1,22,1,2,50,1,0,16,2
14475,9/4/2022,Troyes,Papa Ndiaga Yade,1999-05-14,LB,30,13,2,6,4,3,1,13,0,0,NA,0,0,5,1
14476,9/4/2022,Troyes,Yasser Larouci,2000-05-05,LB,60,28,1,9,9,10,1,28,0,2,0,2,0,16,0
14477,9/4/2022,Troyes,Xavier Chavalerin,1990-09-15,CM,30,12,3,3,6,3,1,12,1,1,100,0,0,4,0
14478,9/4/2022,Troyes,Yoann Salmier,1992-02-15,CB,25,17,0,6,9,2,1,17,0,0,NA,0,0,12,0
14479,9/4/2022,Troyes,Erik Palmer-Brown,1996-12-18,CB,90,34,10,26,8,0,0,34,0,0,NA,0,0,13,0
14480,9/4/2022,Troyes,Jackson Porozo,2000-07-09,CB,90,35,11,25,9,2,2,35,2,2,100,2,1,19,1
14481,9/4/2022,Troyes,Thierno Balde,2002-03-21,RB,82,26,5,20,3,4,1,26,2,5,40,0,0,10,1
14482,9/4/2022,Troyes,Renaud Ripart,1992-09-28,RB,8,6,0,2,3,1,0,6,0,0,NA,0,0,3,0
14483,9/4/2022,Troyes,Gauthier Gallon,1992-12-17,GK,90,38,36,38,0,0,0,38,0,0,NA,0,0,8,0
14484,9/4/2022,Rennes,Amine Gouiri,1999-08-06,FW,68,33,1,1,9,24,6,33,0,0,NA,2,1,23,6
14485,9/4/2022,Rennes,Matthis Abline,2002-10-24,FW,22,8,0,0,2,6,5,8,0,0,NA,2,0,8,6
14486,9/4/2022,Rennes,Martin Terrier,1996-09-07,"FW,LW",90,49,1,2,8,39,6,49,1,2,50,3,0,34,5
14487,9/4/2022,Rennes,Benjamin Bourigeaud,1993-06-02,"RW,RM",87,79,0,3,31,46,4,79,0,1,0,1,0,60,9
14488,9/4/2022,Rennes,Lorenz Assignon,2000-04-14,RM,3,4,0,0,2,2,1,4,0,1,0,0,0,3,1
14489,9/4/2022,Rennes,Flavien Tait,1992-07-10,LM,45,28,0,3,13,12,1,28,0,1,0,0,1,25,0
14490,9/4/2022,Rennes,Kamaldeen Sulemana,2001-08-03,LM,45,25,0,1,9,16,4,25,2,4,50,1,3,20,2
14491,9/4/2022,Rennes,Baptiste Santamaria,1994-09-18,CM,90,66,0,3,51,12,2,66,1,1,100,3,1,47,2
14492,9/4/2022,Rennes,Lovro Majer,1997-06-07,RM,45,37,1,2,14,22,1,37,0,2,0,1,4,30,5
14493,9/4/2022,Rennes,Désiré Doué,2005-03-06,CM,45,20,0,0,8,13,2,20,1,2,50,3,0,16,2
14494,9/4/2022,Rennes,Adrien Truffert,2001-02-10,LB,68,64,2,5,29,30,1,64,0,0,NA,0,1,44,6
14495,9/4/2022,Rennes,Birger Meling,1994-04-07,LB,22,20,1,2,12,6,0,20,0,0,NA,1,0,13,1
